,image_name,red,green,blue,ml det,stdev,ml0,ml,MSE (ml det) MSE (ml),
109,stego_10096.png,0.274825079,0.267119286,0.239887695,0.260610687,0.018355561,0.063653365,0.21034659,0.003673655,0.000107052
110,stego_10097.png,0.149463438,0.162210013,0.116288647,0.142654032,0.023705885,0.018128574,0.126824608,0.00328856,0.005354638
111,stego_10098.png,0.16477993,0.117958465,0.019352446,0.100696947,0.074234482,0.064571287,0.038619362,0.009861096,0.02604371
112,stego_10099.png,0.142730385,0.126817697,0.18003082,0.149859634,0.027313527,0.022856429,0.129973945,0.002514056,0.004903648
113,stego_101.png,0.181120082,0.286177195,0.194558115,0.220618464,0.057171721,0.036281559,0.191276723,0.000425121,7.61E-05
114,stego_1010.png,0.218089736,0.254881325,0.173375186,0.215448749,0.0408172,0.181784327,0.041143702,0.000238664,0.025235323
115,stego_10100.png,0.223980774,0.211753464,0.181115665,0.205616634,0.022081664,0.031303399,0.179946162,3.15E-05,0.000402156
116,stego_10101.png,0.135767302,0.097953372,0.143391958,0.125704211,0.024333426,0.023889263,0.104306759,0.005519864,0.009157196
117,stego_10102.png,0.183545184,0.184900491,0.213021285,0.19382232,0.016640595,0.092534888,0.111615787,3.82E-05,0.007811769
118,stego_10103.png,0.218462185,0.248677778,0.175106763,0.214082242,0.036980555,0.034947947,0.185621381,0.00019831,0.000206745
119,stego_10104.png,0.234207346,0.134013536,0.192696385,0.186972422,0.05034156,0.084214438,0.112207474,0.000169718,0.007707528
120,stego_10105.png,0.20995466,0.246323574,0.190932216,0.215736817,0.028144727,0.034542919,0.187676802,0.000247647,0.000151861
121,stego_10106.png,0.211925197,0.171368147,0.198071749,0.193788364,0.020615022,0.01685691,0.17996511,3.86E-05,0.000401397
122,stego_10107.png,0.201570951,0.177493532,0.181497432,0.186853972,0.012901547,0.036685706,0.155887094,0.000172818,0.001945949
123,stego_10108.png,0.359996682,0.291939271,0.262960503,0.304965486,0.049812315,0.130596342,0.200561778,0.011017753,3.16E-07
124,stego_10109.png,0.125702504,0.18854778,0.103221539,0.139157274,0.044225728,0.03690649,0.106169114,0.003701837,0.008804235
125,stego_1011.png,0.309017992,0.326884471,0.234936154,0.290279539,0.048754184,0.038304704,0.262011092,0.008150395,0.003845376
126,stego_10110.png,0.19386781,0.212184459,0.164782471,0.190278247,0.023903992,0.016132255,0.177001424,9.45E-05,0.000528935
127,stego_10111.png,0.086497023,0.198380573,0.1288533,0.137910299,0.056488973,0.066539917,0.076457883,0.003855131,0.015262655
128,stego_10112.png,0.194773332,0.213246245,0.227191415,0.211736997,0.016261654,0.088093127,0.135588264,0.000137757,0.004148872
129,stego_10113.png,0.177240841,0.166315681,0.161327726,0.168294749,0.008139063,0.077206375,0.098709367,0.001005223,0.010259792
130,stego_10114.png,0.184445894,0.189058653,0.217186203,0.196896917,0.017721759,0.024236205,0.176949291,9.63E-06,0.000531335
131,stego_10115.png,0.24233335,0.238668854,0.251489288,0.244163831,0.006603323,0.094637265,0.165156528,0.001950444,0.001214068
132,stego_10116.png,0.239468579,0.234728001,0.237268286,0.237154955,0.00237232,0.036252447,0.208459682,0.001380491,7.16E-05
133,stego_10117.png,0.23547759,0.191545947,0.198564799,0.208529445,0.023600169,0.06940558,0.1495,7.28E-05,0.00255025
134,stego_10118.png,0.218744025,0.21087896,0.209839314,0.213154099,0.004868846,0.095219309,0.130346272,0.00017303,0.004851642
135,stego_10119.png,0.173055805,0.184254118,0.127510299,0.161606741,0.030054551,0.041590961,0.125223965,0.001474042,0.005591455
136,stego_1012.png,0.380800567,0.377418539,0.350376946,0.369532017,0.016674744,0.200774556,0.211151262,0.028741105,0.000124351
137,stego_10120.png,0.164257268,0.068527251,0.122912842,0.118565787,0.048012828,0.049815881,0.072354299,0.006631531,0.016293425
138,stego_10121.png,0.292794801,0.236491616,0.320965214,0.28341721,0.043010482,0.087341198,0.214840433,0.006958431,0.000220238
139,stego_10122.png,0.14837199,0.178098576,0.174018023,0.16682953,0.016114382,0.007812975,0.16026873,0.00110028,0.001578574
140,stego_10123.png,0.210703371,0.226005134,0.19093952,0.209216008,0.01758006,0.041949244,0.174590713,8.49E-05,0.000645632
141,stego_10124.png,0.154688187,0.194823373,0.190152176,0.179887912,0.021948226,0.009637393,0.171907257,0.000404496,0.000789202
142,stego_10125.png,0.226308301,0.199304166,0.105333684,0.17698205,0.063501355,0.134647947,0.048921249,0.000529826,0.022824789
143,stego_10126.png,0.168277435,0.126176068,0.177497402,0.157316968,0.027359984,0.041849945,0.120510376,0.001821841,0.0063186
144,stego_10127.png,0.243637162,0.165573288,0.046018899,0.151743116,0.099532405,0.085377933,0.072560226,0.002328727,0.016240896
145,stego_10128.png,0.313405955,0.395606863,0.297115427,0.335376082,0.052793518,0.204954735,0.164042668,0.018326683,0.00129293
146,stego_10129.png,0.159996849,0.236063582,0.216823693,0.204294708,0.039550835,0.039377138,0.171677749,1.84E-05,0.00080215
147,stego_1013.png,0.153558298,0.212710796,0.136770709,0.167679934,0.039890972,0.04754181,0.126134801,0.001044587,0.005456068
148,stego_10130.png,0.27612228,0.326923225,0.212542977,0.271862827,0.057308965,0.10606227,0.185472155,0.005164266,0.000211058
149,stego_10131.png,0.095235069,0.099387503,0.059914011,0.084845528,0.021690921,0.049871372,0.036809917,0.013260552,0.026631003
150,stego_10132.png,0.218949802,0.173670022,0.145340493,0.179320106,0.037128496,0.04702526,0.138823035,0.000427658,0.003742621
151,stego_10133.png,0.200083903,0.129891644,0.162256276,0.164077274,0.035131543,0.038200538,0.13087628,0.001290442,0.004778089
152,stego_10134.png,0.167263036,0.166475581,0.190865535,0.174868051,0.013859821,0.015594537,0.161796658,0.000631615,0.001459495
153,stego_10135.png,0.214722746,0.224746735,0.253985097,0.231151526,0.020399732,0.039181167,0.199798705,0.000970418,4.05E-08
154,stego_10136.png,0.240980608,0.271696185,0.243765409,0.2521474,0.016986907,0.140607142,0.129789604,0.002719351,0.0049295
155,stego_10137.png,0.242853947,0.180830803,0.163503398,0.195729383,0.041720536,0.050508989,0.152945517,1.82E-05,0.002214124
156,stego_10138.png,0.17354086,0.192256943,0.149336801,0.171711535,0.021518468,0.033835355,0.142704642,0.000800237,0.003282758
157,stego_10139.png,0.183639272,0.370138777,0.219368389,0.25771548,0.098986822,0.120153069,0.156348117,0.003331077,0.001905487
158,stego_1014.png,0.108036699,0.121213453,0.254391324,0.161213825,0.080962593,0.069351016,0.098708332,0.001504367,0.010260002
159,stego_10140.png,0.237627204,0.303486428,0.243916318,0.26167665,0.03634462,0.053265125,0.220137158,0.003804009,0.000405505
160,stego_10141.png,0.23651369,0.198508463,0.226214745,0.220412299,0.019655803,0.092465854,0.140982514,0.000416662,0.003483064
161,stego_10142.png,0.118628426,0.130898281,0.152947068,0.134157925,0.017389976,0.017386945,0.118837196,0.004335179,0.006587401
162,stego_10143.png,0.224930136,0.207051302,0.230451801,0.220811079,0.012231958,0.018797431,0.205883734,0.000433101,3.46E-05
163,stego_10144.png,0.297335745,0.208004661,0.246797065,0.250712491,0.044794068,0.085020889,0.181087852,0.002571757,0.000357669
164,stego_10145.png,0.201528205,0.224705719,0.220170922,0.215468282,0.012283542,0.021053432,0.198595977,0.000239268,1.97E-06
165,stego_10146.png,0.203745833,0.197025478,0.144219159,0.18166349,0.032601369,0.023476612,0.161989851,0.000336228,0.001444771
166,stego_10147.png,0.272165975,0.274259878,0.240721756,0.262382536,0.018787979,0.036365531,0.23454641,0.003891581,0.001193454
167,stego_10148.png,0.178844559,0.192391518,0.158177129,0.176471069,0.017230241,0.0162014,0.162909023,0.000553611,0.001375741
168,stego_10149.png,0.216707728,0.209968626,0.193506333,0.206727562,0.011935432,0.059779167,0.156291363,4.53E-05,0.001910445
169,stego_1015.png,0.361876898,0.208239814,0.260262158,0.276792957,0.078141147,0.102517429,0.194182632,0.005897158,3.38E-05
170,stego_10150.png,0.330188732,0.346502095,0.283916189,0.320202339,0.032466058,0.02690289,0.3014082,0.014448602,0.010283623
171,stego_10151.png,0.077490909,0.17814843,0.263141073,0.172926804,0.092935165,0.076519977,0.104395141,0.000732958,0.009140289
172,stego_10152.png,0.04688516,0.047532454,0.039196184,0.044537933,0.004637397,0.007523807,0.037294724,0.024168454,0.026473007
173,stego_10153.png,0.18106836,0.235411904,0.214418805,0.21029969,0.027404936,0.028360746,0.187249478,0.000106084,0.000162576
174,stego_10154.png,0.213877068,0.282741669,0.21237356,0.236330765,0.040200051,0.020486665,0.220358511,0.001319925,0.000414469
175,stego_10155.png,0.186439649,0.330479509,0.131999261,0.216306139,0.102555388,0.0787236,0.149339047,0.00026589,0.002566532
176,stego_10156.png,0.148415401,0.140017838,0.151641575,0.146691605,0.006000535,0.008088447,0.139733384,0.002841785,0.003632065
177,stego_10157.png,0.222841703,0.197866763,0.19778693,0.206165132,0.014442389,0.111668726,0.106375188,3.80E-05,0.008765605
178,stego_10158.png,0.192616755,0.172546945,0.182270397,0.182478032,0.010036516,0.023653004,0.162672727,0.000307019,0.001393325
179,stego_10159.png,0.241899534,0.247382506,0.245499124,0.244927055,0.002785892,0.173691245,0.086209676,0.00201844,0.012948238
180,stego_1016.png,0.152446982,0.13052916,0.188069578,0.15701524,0.029040948,0.013306966,0.145646386,0.00184769,0.002954315
181,stego_10160.png,0.239401892,0.272988772,0.173386927,0.22859253,0.050673105,0.097404103,0.145345694,0.000817533,0.002987093
182,stego_10161.png,0.250437629,0.235942446,0.198756737,0.228378937,0.026657713,0.070369724,0.169969952,0.000805364,0.000901804
183,stego_10162.png,0.335728375,0.217458312,0.215797983,0.256328223,0.068767559,0.173725354,0.099970233,0.003172869,0.010005954
184,stego_10163.png,0.163075719,0.153511452,0.15248805,0.156358407,0.005839825,0.016887868,0.141866359,0.001904589,0.00337952
185,stego_10164.png,0.18349279,0.251978253,0.281688509,0.239053184,0.050357649,0.024917563,0.21960771,0.001525151,0.000384462
186,stego_10165.png,0.315754413,0.322034285,0.366801548,0.334863415,0.02783689,0.032190686,0.312740046,0.018188141,0.012710318
187,stego_10166.png,0.185095214,0.213032765,0.196895399,0.198341126,0.014024774,0.014572896,0.186485869,2.75E-06,0.000182632
188,stego_10167.png,0.251000932,0.174412455,0.221834897,0.215749428,0.038655186,0.022757605,0.197486135,0.000248044,6.32E-06
189,stego_10168.png,0.186676587,0.205504899,0.232781766,0.208321084,0.023181244,0.008321708,0.201677679,6.92E-05,2.81E-06
190,stego_10169.png,0.241507497,0.230444569,0.178945684,0.216965917,0.033387882,0.039861752,0.184456942,0.000287842,0.000241587
191,stego_1017.png,0.372396877,0.382737145,0.385088341,0.380074121,0.006751821,0.047043447,0.349470994,0.032426689,0.022341578
192,stego_10170.png,0.264132984,0.164999009,0.19008529,0.206405761,0.051542746,0.098715334,0.119485476,4.10E-05,0.006482589
193,stego_10171.png,0.336585214,0.323149358,0.343924463,0.334553011,0.010535589,0.115211772,0.247902529,0.018104513,0.002294652
194,stego_10172.png,0.221708788,0.255816072,0.238724444,0.238749768,0.017053656,0.050564125,0.19820785,0.001501545,3.21E-06
195,stego_10173.png,0.175128674,0.221291276,0.201204579,0.199208176,0.023145964,0.025382026,0.178353114,6.27E-07,0.000468588
196,stego_10174.png,0.217302488,0.211257471,0.208363314,0.212307758,0.004561199,0.057378339,0.16436013,0.000151481,0.0012702
197,stego_10175.png,0.216998316,0.210136168,0.184283859,0.203806114,0.017251409,0.032930322,0.176694396,1.45E-05,0.000543151
198,stego_10176.png,0.198334842,0.19211738,0.128959393,0.173137205,0.038385199,0.041050803,0.137740771,0.00072161,0.003876212
199,stego_10177.png,0.245907241,0.275651212,0.272289277,0.26461591,0.016289149,0.030618513,0.241388349,0.004175216,0.001712995
200,stego_10178.png,0.131582405,0.138896187,0.155475396,0.141984662,0.012242253,0.026224883,0.118877323,0.003365779,0.006580889
201,stego_10179.png,0.16026679,0.208999149,0.163057438,0.177441126,0.027365645,0.016924611,0.163279965,0.000508903,0.001348361
202,stego_1018.png,0.160053725,0.142548233,0.16342886,0.155343606,0.011208883,0.011692834,0.145350329,0.001994194,0.002986587
203,stego_10180.png,0.217428041,0.160500854,0.212879121,0.196936005,0.031635634,0.030382376,0.171772486,9.39E-06,0.000796793
204,stego_10181.png,0.216089404,0.234732634,0.223365592,0.22472921,0.009396121,0.08344432,0.154147635,0.000611534,0.002102439
205,stego_10182.png,0.168312977,0.173500317,0.158119831,0.166644375,0.007824833,0.043800092,0.128471339,0.001112598,0.005116349
206,stego_10183.png,0.278233969,0.15571103,0.185074358,0.206339785,0.06396977,0.098244715,0.119871846,4.02E-05,0.006420521
207,stego_10184.png,0.233424252,0.173736585,0.186182924,0.197781253,0.031488813,0.077763301,0.130137906,4.92E-06,0.004880712
208,stego_10185.png,0.207198479,0.192805286,0.214255381,0.204753049,0.010932143,0.051421838,0.161643201,2.26E-05,0.001471244
209,stego_10186.png,0.241627504,0.228871619,0.252258929,0.240919351,0.011709726,0.01722299,0.227616599,0.001674393,0.000762677
210,stego_10187.png,0.2796042,0.205219536,0.253863184,0.246228973,0.037775395,0.099453204,0.162985166,0.002137118,0.001370098
211,stego_10188.png,0.250147615,0.220024542,0.238723221,0.236298459,0.015207218,0.09220416,0.158729852,0.001317578,0.001703225
212,stego_10189.png,0.309789129,0.252981368,0.205437442,0.256069313,0.052244332,0.082511702,0.189166021,0.003143768,0.000117375
213,stego_1019.png,0.312161064,0.32005526,0.292655658,0.308290661,0.014103884,0.133035775,0.202147771,0.011726867,4.61E-06
214,stego_10190.png,0.16137935,0.192610514,0.194576174,0.182855346,0.018624708,0.012156823,0.172799213,0.000293939,0.000739883
