index,image_name,Red,Green,Blue,ml det,ml0,ml,MSE (ml det),MSE (ml),stdev
6268,stego_1564.png,0.060399798,0.120122938,0.430860342,0.20379436,0.150902711,0.062291624,1.44E-05,0.018963597,0.198899305
6269,stego_15640.png,0.323248986,0.38154608,0.31142973,0.338741599,0.251180469,0.11693222,0.019249231,0.006900256,0.037537866
6270,stego_15641.png,0.287355064,0.11537672,0.241461637,0.21473114,0.080909312,0.14560242,0.000217006,0.002959097,0.089050701
6271,stego_15642.png,0.225463352,0.234758989,0.233749479,0.23132394,0.011899496,0.222066929,0.000981189,0.000486949,0.005100456
6272,stego_15643.png,0.226362804,0.147986103,0.239150817,0.204499908,0.053555073,0.159486126,2.02E-05,0.001641374,0.049358291
6273,stego_15644.png,0.154967436,0.146452726,0.200207412,0.167209191,0.10631136,0.068142112,0.001075237,0.017386503,0.028892681
6274,stego_15645.png,0.238750094,0.332874549,0.238657882,0.270094175,0.175797466,0.114409632,0.004913193,0.007325711,0.054369418
6275,stego_15646.png,0.084198105,0.119108207,0.166430068,0.12324546,0.034761091,0.091670951,0.005891259,0.011735183,0.041271801
6276,stego_15647.png,0.187403339,0.121078023,0.187770874,0.165417412,0.039259582,0.131313129,0.001195955,0.004717886,0.038399477
6277,stego_15648.png,0.141606291,0.195504112,0.124020143,0.153710182,0.031701073,0.126003557,0.002142747,0.005475474,0.037247384
6278,stego_15649.png,0.090733273,0.283349562,0.261151155,0.211744663,0.124547007,0.099602899,0.000137937,0.010079578,0.105385055
6279,stego_1565.png,0.133393599,0.237039643,0.174114276,0.181515839,0.08891573,0.10163726,0.000341664,0.009675229,0.052217937
6280,stego_15650.png,0.160433049,0.176264857,0.178626794,0.1717749,0.022164462,0.153001637,0.000796656,0.002208846,0.009893072
6281,stego_15651.png,0.338816148,0.273991676,0.295975222,0.302927682,0.072122421,0.24874538,0.010594108,0.002376112,0.032966734
6282,stego_15652.png,0.27355267,0.256746904,0.33300921,0.287769595,0.084435539,0.222086008,0.007703502,0.000487792,0.040069634
6283,stego_15653.png,0.174933911,0.141143577,0.185076151,0.167051213,0.093136482,0.081505904,0.001085623,0.014040851,0.023002619
6284,stego_15654.png,0.241723629,0.309119335,0.295497515,0.282113493,0.04559633,0.247816695,0.006742626,0.002286436,0.035635577
6285,stego_15655.png,0.246496585,0.145359529,0.207235177,0.199697097,0.016919197,0.185923578,9.18E-08,0.000198146,0.050988165
6286,stego_15656.png,0.244707856,0.702490349,0.219605415,0.38893454,0.227798663,0.208670808,0.03569626,7.52E-05,0.271837207
