,image_name,ml0,stdev,,,,
51,cover10043.png,0.1835253,,,,,
52,cover10044.png,0.046521854,,,,,
53,cover10045.png,0.116830564,,,,,
54,cover10046.png,0.185188933,,,,,
55,cover10047.png,0.032856963,,,,,
56,cover10048.png,0.008902816,,,,,
57,cover10049.png,0.043112718,,,,,
58,cover1005.png,0.071268981,,,,,
59,cover10050.png,0.053538487,,,,,
60,cover10051.png,0.033473521,,,,,
61,cover10052.png,0.144350619,,,,,
62,cover10053.png,0.116725849,,,,,
63,cover10054.png,0.024239978,,,,,
64,cover10055.png,0.055828941,,,,,
65,cover10056.png,0.040726692,,,,,
66,cover10057.png,0.083652384,,,,,
67,cover10058.png,0.167434641,,,,,
68,cover10059.png,0.107765257,,,,,
69,cover1006.png,0.094183306,,,,,
70,cover10060.png,0.037208642,,,,,
71,cover10061.png,0.074446589,,,,,
72,cover10062.png,0.047123077,,,,,
73,cover10063.png,0.027812748,,,,,
74,cover10064.png,0.041486846,,,,,
75,cover10065.png,0.215482342,,,,,
76,cover10066.png,0.039963328,,,,,
77,cover10067.png,0.073283115,,,,,
78,cover10068.png,0.109639285,,,,,
79,cover10069.png,0.036288675,,,,,
80,cover1007.png,0.028790948,,,,,
81,cover10070.png,0.009847344,,,,,
82,cover10071.png,0.010335823,,,,,
83,cover10072.png,0.019781703,,,,,
84,cover10073.png,0.015030849,,,,,
85,cover10074.png,0.063390856,,,,,
86,cover10075.png,0.014451472,,,,,
87,cover10076.png,0.046840004,,,,,
88,cover10077.png,0.051808468,,,,,
89,cover10078.png,0.014706797,,,,,
90,cover10079.png,0.065594762,,,,,
91,cover1008.png,0.045247156,,,,,
92,cover10080.png,0.188122698,,,,,
93,cover10081.png,0.087222332,,,,,
94,cover10082.png,0.067415145,,,,,
95,cover10083.png,0.031339671,,,,,
96,cover10084.png,0.025385486,,,,,
97,cover10085.png,0.09813298,,,,,
98,cover10086.png,0.038628885,,,,,
99,cover10087.png,0.020997735,,,,,
100,cover10088.png,0.046965996,,,,,
101,cover10089.png,0.049206628,,,,,
102,cover1009.png,0.111918617,,,,,
103,cover10090.png,0.073702609,,,,,
104,cover10091.png,0.055987047,,,,,
105,cover10092.png,0.022014725,,,,,
106,cover10093.png,0.042517616,,,,,
107,cover10094.png,0.033951741,,,,,
108,cover10095.png,0.096004385,,,,,
109,cover10096.png,0.103236289,,,,,
110,cover10097.png,0.052036117,,,,,
111,cover10098.png,0.09332112,,,,,
112,cover10099.png,0.055149722,,,,,
113,cover101.png,0.074559515,,,,,
114,cover1010.png,0.128981314,,,,,
115,cover10100.png,0.023969436,,,,,
116,cover10101.png,0.018909825,,,,,
117,cover10102.png,0.040188964,,,,,
118,cover10103.png,0.044404245,,,,,
119,cover10104.png,0.06735814,,,,,
120,cover10105.png,0.03574063,,,,,
121,cover10106.png,0.051121203,,,,,
122,cover10107.png,0.024117212,,,,,
123,cover10108.png,0.117295639,,,,,
124,cover10109.png,0.043138753,,,,,
125,cover1011.png,0.03601382,,,,,
126,cover10110.png,0.005389391,,,,,
127,cover10111.png,0.076830582,,,,,
128,cover10112.png,0.071698872,,,,,
129,cover10113.png,0.060289131,,,,,
130,cover10114.png,0.035128313,,,,,
131,cover10115.png,0.053361731,,,,,
132,cover10116.png,0.042863753,,,,,
133,cover10117.png,0.069921078,,,,,
134,cover10118.png,0.054816168,,,,,
135,cover10119.png,0.079923684,,,,,
136,cover1012.png,0.136217319,,,,,
137,cover10120.png,0.039652916,,,,,
138,cover10121.png,0.050758309,,,,,
139,cover10122.png,0.040841661,,,,,
140,cover10123.png,0.075094003,,,,,
141,cover10124.png,0.015904993,,,,,
142,cover10125.png,0.127830899,,,,,
143,cover10126.png,0.03933739,,,,,
144,cover10127.png,0.073452026,,,,,
145,cover10128.png,0.116110465,,,,,
146,cover10129.png,0.040777294,,,,,
147,cover1013.png,0.086418484,,,,,
148,cover10130.png,0.114344931,,,,,
149,cover10131.png,0.019104265,,,,,
150,cover10132.png,0.067787016,,,,,
151,cover10133.png,0.044860768,,,,,
152,cover10134.png,0.003610503,,,,,
153,cover10135.png,0.034037708,,,,,
154,cover10136.png,0.124429008,,,,,
155,cover10137.png,0.113741523,,,,,
156,cover10138.png,0.05705817,,,,,
157,cover10139.png,0.088880795,,,,,
158,cover1014.png,0.053169939,,,,,
159,cover10140.png,0.05451837,,,,,
160,cover10141.png,0.040399365,,,,,
161,cover10142.png,0.059128105,,,,,
162,cover10143.png,0.014788972,,,,,
163,cover10144.png,0.062561828,,,,,
164,cover10145.png,0.032883046,,,,,
165,cover10146.png,0.015927013,,,,,
166,cover10147.png,0.052520378,,,,,
167,cover10148.png,0.02586057,,,,,
168,cover10149.png,0.053349694,,,,,
169,cover1015.png,0.077664596,,,,,
170,cover10150.png,0.066759562,,,,,
171,cover10151.png,0.029937611,,,,,
172,cover10152.png,0.017590363,,,,,
173,cover10153.png,0.023684728,,,,,
174,cover10154.png,0.029895993,,,,,
175,cover10155.png,0.085311345,,,,,
176,cover10156.png,0.008369646,,,,,
177,cover10157.png,0.085468014,,,,,
178,cover10158.png,0.032756554,,,,,
179,cover10159.png,0.131332305,,,,,
180,cover1016.png,0.045407033,,,,,
181,cover10160.png,0.069228777,,,,,
182,cover10161.png,0.061410689,,,,,
183,cover10162.png,0.131826544,,,,,
184,cover10163.png,0.009974191,,,,,
185,cover10164.png,0.060579196,,,,,
186,cover10165.png,0.044045554,,,,,
187,cover10166.png,0.013167337,,,,,
188,cover10167.png,0.010036164,,,,,
189,cover10168.png,0.031422787,,,,,
190,cover10169.png,0.033718164,,,,,
191,cover1017.png,0.069614921,,,,,
192,cover10170.png,0.046811898,,,,,
193,cover10171.png,0.097700394,,,,,
194,cover10172.png,0.046357162,,,,,
195,cover10173.png,0.012076957,,,,,
196,cover10174.png,0.022155631,,,,,
197,cover10175.png,0.036275995,,,,,
198,cover10176.png,0.038101363,,,,,
199,cover10177.png,0.069777058,,,,,
200,cover10178.png,0.026497758,,,,,
201,cover10179.png,0.035688537,,,,,
202,cover1018.png,0.01616273,,,,,
203,cover10180.png,0.046945754,,,,,
204,cover10181.png,0.087742866,,,,,
205,cover10182.png,0.037540147,,,,,
206,cover10183.png,0.082338716,,,,,
207,cover10184.png,0.054067768,,,,,
208,cover10185.png,0.069036998,,,,,
209,cover10186.png,0.043364806,,,,,
210,cover10187.png,0.030678566,,,,,
211,cover10188.png,0.087726587,,,,,
212,cover10189.png,0.135379856,,,,,
213,cover1019.png,0.048670398,,,,,
214,cover10190.png,0.012781162,,,,,
215,cover10191.png,0.013021992,,,,,
216,cover10192.png,0.062098289,,,,,
217,cover10193.png,0.031828377,,,,,
218,cover10194.png,0.075792774,,,,,
219,cover10195.png,0.232331182,,,,,
220,cover10196.png,0.113590509,,,,,
221,cover10197.png,0.042648889,,,,,
222,cover10198.png,0.084624468,,,,,
223,cover10199.png,0.166196498,,,,,
224,cover102.png,0.041356548,,,,,
225,cover1020.png,0.037631527,,,,,
226,cover10200.png,0.022329919,,,,,
227,cover10201.png,0.036107468,,,,,
228,cover10202.png,0.097333254,,,,,
229,cover10203.png,0.014456075,,,,,
230,cover10204.png,0.020114065,,,,,
231,cover10205.png,0.028266282,,,,,
232,cover10206.png,0.018293359,,,,,
233,cover10207.png,0.060394734,,,,,
234,cover10208.png,0.094255162,,,,,
235,cover10209.png,0.063802399,,,,,
236,cover1021.png,0.120937444,,,,,
237,cover10210.png,0.049537716,,,,,
238,cover10211.png,0.0317241,,,,,
239,cover10212.png,0.017234081,,,,,
240,cover10213.png,0.067411441,,,,,
241,cover10214.png,0.005892433,,,,,
242,cover10215.png,0.011374813,,,,,
243,cover10216.png,0.050529916,,,,,
244,cover10217.png,0.035666349,,,,,
245,cover10218.png,0.026128552,,,,,
246,cover10219.png,0.031270483,,,,,
247,cover1022.png,0.047052226,,,,,
248,cover10220.png,0.059911326,,,,,
249,cover10221.png,0.064261798,,,,,
250,cover10222.png,0.010868568,,,,,
251,cover10223.png,0.030923886,,,,,
252,cover10224.png,0.088987962,,,,,
253,cover10225.png,0.031470326,,,,,
254,cover10226.png,0.066863268,,,,,
255,cover10227.png,0.092476214,,,,,
256,cover10228.png,0.029492641,,,,,
257,cover10229.png,0.009571355,,,,,
258,cover1023.png,0.046267854,,,,,
259,cover10230.png,0.020262188,,,,,
260,cover10231.png,0.104034246,,,,,
261,cover10232.png,0.266458581,,,,,
262,cover10233.png,0.091479727,,,,,
263,cover10234.png,0.019552883,,,,,
264,cover10235.png,0.01425337,,,,,
265,cover10236.png,0.047167657,,,,,
266,cover10237.png,0.067147125,,,,,
267,cover10238.png,0.099694421,,,,,
268,cover10239.png,0.032796367,,,,,
269,cover1024.png,0.07088109,,,,,
270,cover10240.png,0.361904634,,,,,
271,cover10241.png,0.026707328,,,,,
272,cover10242.png,0.150442019,,,,,
273,cover10243.png,0.055833875,,,,,
274,cover10244.png,0.020670233,,,,,
275,cover10245.png,0.096217846,,,,,
276,cover10246.png,0.062104108,,,,,
277,cover10247.png,0.062586918,,,,,
278,cover10248.png,0.081619603,,,,,
279,cover10249.png,0.029155957,,,,,
280,cover1025.png,0.14002272,,,,,
281,cover10250.png,0.056160646,,,,,
282,cover10251.png,0.03022124,,,,,
283,cover10252.png,0.120001197,,,,,
284,cover10253.png,0.260721389,,,,,
285,cover10254.png,0.047216337,,,,,
286,cover10255.png,0.03934029,,,,,
287,cover10256.png,0.1838154,,,,,
288,cover10257.png,0.050851286,,,,,
289,cover10258.png,0.03450928,,,,,
290,cover10259.png,0.027774037,,,,,
291,cover1026.png,0.024197523,,,,,
292,cover10260.png,0.064852115,,,,,
293,cover10261.png,0.007958759,,,,,
294,cover10262.png,0.028908622,,,,,
295,cover10263.png,0.023200489,,,,,
296,cover10264.png,0.046581911,,,,,
297,cover10265.png,0.026977736,,,,,
298,cover10266.png,0.074404198,,,,,
299,cover10267.png,0.037460869,,,,,
300,cover10268.png,0.042278824,,,,,
301,cover10269.png,0.227960541,,,,,
302,cover1027.png,0.085514327,,,,,
303,cover10270.png,0.062470777,,,,,
304,cover10271.png,0.043462672,,,,,
305,cover10272.png,0.141732031,,,,,
306,cover10273.png,0.063742595,,,,,
307,cover10274.png,0.180112092,,,,,
308,cover10275.png,0.08454984,,,,,
309,cover10276.png,0.01472082,,,,,
310,cover10277.png,0.00959203,,,,,
311,cover10278.png,0.030489513,,,,,
312,cover10279.png,0.038818302,,,,,
313,cover1028.png,0.060532122,,,,,
314,cover10280.png,0.013743382,,,,,
315,cover10281.png,0.039530729,,,,,
316,cover10282.png,0.20623916,,,,,
317,cover10283.png,0.01730314,,,,,
318,cover10284.png,0.090402474,,,,,
319,cover10285.png,0.026036907,,,,,
320,cover10286.png,0.19065899,,,,,
321,cover10287.png,0.084544822,,,,,
322,cover10288.png,0.092310277,,,,,
323,cover10289.png,0.050964804,,,,,
324,cover1029.png,0.115525398,,,,,
325,cover10290.png,0.028128803,,,,,
326,cover10291.png,0.028258197,,,,,
327,cover10292.png,0.030033047,,,,,
328,cover10293.png,0.243706766,,,,,
329,cover10294.png,0.07981388,,,,,
330,cover10295.png,0.060037646,,,,,
331,cover10296.png,0.062501182,,,,,
332,cover10297.png,0.249326658,,,,,
333,cover10298.png,0.126731028,,,,,
334,cover10299.png,0.029587063,,,,,
335,cover103.png,0.048564687,,,,,
336,cover1030.png,0.282425454,,,,,
337,cover10300.png,0.047152548,,,,,
338,cover10301.png,0.024411402,,,,,
339,cover10302.png,0.081428828,,,,,
340,cover10303.png,0.162646288,,,,,
341,cover10304.png,0.018295599,,,,,
342,cover10305.png,0.03719266,,,,,
343,cover10306.png,0.021790751,,,,,
344,cover10307.png,0.051510867,,,,,
345,cover10308.png,0.071527191,,,,,
346,cover10309.png,0.097422383,,,,,
347,cover1031.png,0.018120778,,,,,
348,cover10310.png,0.030467125,,,,,
349,cover10311.png,0.033369194,,,,,
350,cover10312.png,0.026398691,,,,,
351,cover10313.png,0.012142858,,,,,
352,cover10314.png,0.046222476,,,,,
353,cover10315.png,0.04722244,,,,,
354,cover10316.png,0.060939966,,,,,
355,cover10317.png,0.040795369,,,,,
356,cover10318.png,0.014798621,,,,,
357,cover10319.png,0.105947286,,,,,
358,cover1032.png,0.043175376,,,,,
359,cover10320.png,0.04835973,,,,,
360,cover10321.png,0.024442097,,,,,
361,cover10322.png,0.153211715,,,,,
362,cover10323.png,0.059178078,,,,,
363,cover10324.png,0.047843725,,,,,
364,cover10325.png,0.048672039,,,,,
365,cover10326.png,0.006401773,,,,,
366,cover10327.png,0.044314154,,,,,
367,cover10328.png,0.007942268,,,,,
368,cover10329.png,0.043476411,,,,,
369,cover1033.png,0.016588171,,,,,
370,cover10330.png,0.066631764,,,,,
371,cover10331.png,0.031598126,,,,,
372,cover10332.png,0.054727059,,,,,
373,cover10333.png,0.046664357,,,,,
374,cover10334.png,0.047702115,,,,,
375,cover10335.png,0.043606215,,,,,
376,cover10336.png,0.051389864,,,,,
377,cover10337.png,0.019746054,,,,,
378,cover10338.png,0.063481008,,,,,
379,cover10339.png,0.116012531,,,,,
380,cover1034.png,0.052941691,,,,,
381,cover10340.png,0.034937063,,,,,
382,cover10341.png,0.044873922,,,,,
383,cover10342.png,0.156379393,,,,,
384,cover10343.png,0.021513049,,,,,
385,cover10344.png,0.05084064,,,,,
386,cover10345.png,0.116663554,,,,,
387,cover10346.png,0.033627749,,,,,
388,cover10347.png,0.021653928,,,,,
389,cover10348.png,0.111439496,,,,,
390,cover10349.png,0.040756641,,,,,
391,cover1035.png,0.055330652,,,,,
392,cover10350.png,0.166340961,,,,,
393,cover10351.png,0.045767893,,,,,
394,cover10352.png,0.03519866,,,,,
395,cover10353.png,0.070231252,,,,,
396,cover10354.png,0.04290136,,,,,
397,cover10355.png,0.058787552,,,,,
398,cover10356.png,0.019057935,,,,,
399,cover10357.png,0.044928815,,,,,
400,cover10358.png,0.044929402,,,,,
401,cover10359.png,0.053140758,,,,,
402,cover1036.png,0.041152285,,,,,
403,cover10360.png,0.049843817,,,,,
404,cover10361.png,0.077040913,,,,,
405,cover10362.png,0.06964849,,,,,
406,cover10363.png,0.050952497,,,,,
407,cover10364.png,0.008564832,,,,,
408,cover10365.png,0.024670498,,,,,
409,cover10366.png,0.313596966,,,,,
410,cover10367.png,0.024469226,,,,,
411,cover10368.png,0.041647843,,,,,
412,cover10369.png,0.050657731,,,,,
413,cover1037.png,0.021574543,,,,,
414,cover10370.png,0.094080857,,,,,
415,cover10371.png,0.065586784,,,,,
416,cover10372.png,0.037677892,,,,,
417,cover10373.png,0.005911318,,,,,
418,cover10374.png,0.046817862,,,,,
419,cover10375.png,0.191696993,,,,,
420,cover10376.png,0.053132589,,,,,
421,cover10377.png,0.01062082,,,,,
422,cover10378.png,0.036911004,,,,,
423,cover10379.png,0.043727041,,,,,
424,cover1038.png,0.147296846,,,,,
425,cover10380.png,0.058375415,,,,,
426,cover10381.png,0.018443183,,,,,
427,cover10382.png,0.035768648,,,,,
428,cover10383.png,0.107971874,,,,,
429,cover10384.png,0.140230351,,,,,
430,cover10385.png,0.027257616,,,,,
431,cover10386.png,0.023791774,,,,,
432,cover10387.png,0.031422697,,,,,
433,cover10388.png,0.02584023,,,,,
434,cover10389.png,0.026708168,,,,,
435,cover1039.png,0.014948923,,,,,
436,cover10390.png,0.068014545,,,,,
437,cover10391.png,0.048778554,,,,,
438,cover10392.png,0.012298899,,,,,
439,cover10393.png,0.087403811,,,,,
440,cover10394.png,0.019970825,,,,,
441,cover10395.png,0.026228733,,,,,
442,cover10396.png,0.06952732,,,,,
443,cover10397.png,0.027678057,,,,,
444,cover10398.png,0.110079063,,,,,
445,cover10399.png,0.044028277,,,,,
446,cover104.png,0.057669449,,,,,
447,cover1040.png,0.050356501,,,,,
448,cover10400.png,0.027359204,,,,,
449,cover10401.png,0.008378494,,,,,
450,cover10402.png,0.03975838,,,,,
451,cover10403.png,0.073212588,,,,,
452,cover10404.png,0.123514378,,,,,
453,cover10405.png,0.040956304,,,,,
454,cover10406.png,0.011951927,,,,,
455,cover10407.png,0.028588886,,,,,
456,cover10408.png,0.051498532,,,,,
457,cover10409.png,0.185636951,,,,,
458,cover1041.png,0.020817731,,,,,
459,cover10410.png,0.056579125,,,,,
460,cover10411.png,0.061112916,,,,,
461,cover10412.png,0.151034506,,,,,
462,cover10413.png,0.066066221,,,,,
463,cover10414.png,0.078655294,,,,,
464,cover10415.png,0.120989452,,,,,
465,cover10416.png,0.01344783,,,,,
466,cover10417.png,0.02677728,,,,,
467,cover10418.png,0.02644966,,,,,
468,cover10419.png,0.064363862,,,,,
469,cover1042.png,0.048547657,,,,,
470,cover10420.png,0.033638325,,,,,
471,cover10421.png,0.039887187,,,,,
472,cover10422.png,0.105010002,,,,,
473,cover10423.png,0.073007892,,,,,
474,cover10424.png,0.162898625,,,,,
475,cover10425.png,0.05001138,,,,,
476,cover10426.png,0.074845778,,,,,
477,cover10427.png,0.060132615,,,,,
478,cover10428.png,0.02699147,,,,,
479,cover10429.png,0.006473486,,,,,
480,cover1043.png,0.0561768,,,,,
481,cover10430.png,0.054635692,,,,,
482,cover10431.png,0.049321678,,,,,
483,cover10432.png,0.087774659,,,,,
484,cover10433.png,0.04919587,,,,,
485,cover10434.png,0.097199712,,,,,
486,cover10435.png,0.092222948,,,,,
487,cover10436.png,0.060233884,,,,,
488,cover10437.png,0.042283287,,,,,
489,cover10438.png,0.074575916,,,,,
490,cover10439.png,0.069370121,,,,,
491,cover1044.png,0.016774547,,,,,
492,cover10440.png,0.027179963,,,,,
493,cover10441.png,0.051765274,,,,,
494,cover10442.png,0.106849743,,,,,
495,cover10443.png,0.017304808,,,,,
496,cover10444.png,0.080035414,,,,,
497,cover10445.png,0.146759993,,,,,
498,cover10446.png,0.159708646,,,,,
499,cover10447.png,0.068447895,,,,,
500,cover10448.png,0.072400946,,,,,
501,cover10449.png,0.098277096,,,,,
502,cover1045.png,0.023391476,,,,,
503,cover10450.png,0.052875974,,,,,
504,cover10451.png,0.064764605,,,,,
505,cover10452.png,0.085461389,,,,,
506,cover10453.png,0.090020006,,,,,
507,cover10454.png,0.066222875,,,,,
508,cover10455.png,0.162557409,,,,,
509,cover10456.png,0.356268237,,,,,
510,cover10457.png,0.027999804,,,,,
511,cover10458.png,0.06535373,,,,,
512,cover10459.png,0.014947236,,,,,
513,cover1046.png,0.129865566,,,,,
514,cover10460.png,0.062532436,,,,,
515,cover10461.png,0.046381958,,,,,
516,cover10462.png,0.170349883,,,,,
517,cover10463.png,0.073426089,,,,,
518,cover10464.png,0.014434953,,,,,
519,cover10465.png,0.031317409,,,,,
520,cover10466.png,0.029434355,,,,,
521,cover10467.png,0.039094644,,,,,
522,cover10468.png,0.011864776,,,,,
523,cover10469.png,0.129334116,,,,,
524,cover1047.png,0.063027052,,,,,
525,cover10470.png,0.048191488,,,,,
526,cover10471.png,0.112835613,,,,,
527,cover10472.png,0.172791122,,,,,
528,cover10473.png,0.059710386,,,,,
529,cover10474.png,0.01530245,,,,,
530,cover10475.png,0.061084408,,,,,
531,cover10476.png,0.016798838,,,,,
532,cover10477.png,0.172610427,,,,,
533,cover10478.png,0.063815325,,,,,
534,cover10479.png,0.057925605,,,,,
535,cover1048.png,0.05979905,,,,,
536,cover10480.png,0.025082027,,,,,
537,cover10481.png,0.029064857,,,,,
538,cover10482.png,0.060357263,,,,,
539,cover10483.png,0.062459929,,,,,
540,cover10484.png,0.112160723,,,,,
541,cover10485.png,0.056082587,,,,,
542,cover10486.png,0.055215545,,,,,
543,cover10487.png,0.105123899,,,,,
544,cover10488.png,0.133175537,,,,,
545,cover10489.png,0.049605024,,,,,
546,cover1049.png,0.057912319,,,,,
547,cover10490.png,0.013716171,,,,,
548,cover10491.png,0.015568952,,,,,
549,cover10492.png,0.094129273,,,,,
550,cover10493.png,0.036015369,,,,,
551,cover10494.png,0.05233615,,,,,
552,cover10495.png,0.104315939,,,,,
553,cover10496.png,0.054924691,,,,,
554,cover10497.png,0.153398123,,,,,
555,cover10498.png,0.049076771,,,,,
556,cover10499.png,0.014551438,,,,,
557,cover105.png,0.047761474,,,,,
558,cover1050.png,0.049655173,,,,,
559,cover10500.png,0.074436133,,,,,
560,cover10501.png,0.070826369,,,,,
561,cover10502.png,0.146050106,,,,,
562,cover10503.png,0.013932316,,,,,
563,cover10504.png,0.044769444,,,,,
564,cover10505.png,0.169459445,,,,,
565,cover10506.png,0.017753054,,,,,
566,cover10507.png,0.0448982,,,,,
567,cover10508.png,0.012651199,,,,,
568,cover10509.png,0.032180869,,,,,
569,cover1051.png,0.120972149,,,,,
570,cover10510.png,0.047194279,,,,,
571,cover10511.png,0.12293576,,,,,
572,cover10512.png,0.050779729,,,,,
573,cover10513.png,0.079114328,,,,,
574,cover10514.png,0.055222238,,,,,
575,cover10515.png,0.079709823,,,,,
576,cover10516.png,0.011616954,,,,,
577,cover10517.png,0.05147537,,,,,
578,cover10518.png,0.112005578,,,,,
579,cover10519.png,0.074491647,,,,,
580,cover1052.png,0.107767616,,,,,
581,cover10520.png,0.150428875,,,,,
582,cover10521.png,0.030771102,,,,,
583,cover10522.png,0.011347749,,,,,
584,cover10523.png,0.040169226,,,,,
585,cover10524.png,0.03422091,,,,,
586,cover10525.png,0.049127534,,,,,
587,cover10526.png,0.092972762,,,,,
588,cover10527.png,0.059982317,,,,,
589,cover10528.png,0.021257012,,,,,
590,cover10529.png,0.070543174,,,,,
591,cover1053.png,0.034942855,,,,,
592,cover10530.png,0.019434258,,,,,
593,cover10531.png,0.023777059,,,,,
594,cover10532.png,0.025112996,,,,,
595,cover10533.png,0.051288365,,,,,
596,cover10534.png,0.024560127,,,,,
597,cover10535.png,0.012755593,,,,,
598,cover10536.png,0.103570335,,,,,
599,cover10537.png,0.030196777,,,,,
600,cover10538.png,0.026633348,,,,,
601,cover10539.png,0.076244414,,,,,
602,cover1054.png,0.044285293,,,,,
603,cover10540.png,0.107902712,,,,,
604,cover10541.png,0.038953028,,,,,
605,cover10542.png,0.022445231,,,,,
606,cover10543.png,0.074629326,,,,,
607,cover10544.png,0.039704459,,,,,
608,cover10545.png,0.063286214,,,,,
609,cover10546.png,0.013041184,,,,,
610,cover10547.png,0.189542187,,,,,
611,cover10548.png,0.07330785,,,,,
612,cover10549.png,0.028345648,,,,,
613,cover1055.png,0.199118676,,,,,
614,cover10550.png,0.056798445,,,,,
615,cover10551.png,0.027949346,,,,,
616,cover10552.png,0.057585442,,,,,
617,cover10553.png,0.024309522,,,,,
618,cover10554.png,0.04720031,,,,,
619,cover10555.png,0.051304798,,,,,
620,cover10556.png,0.029738513,,,,,
621,cover10557.png,0.038861741,,,,,
622,cover10558.png,0.072918378,,,,,
623,cover10559.png,0.017840268,,,,,
624,cover1056.png,0.174339965,,,,,
625,cover10560.png,0.044780651,,,,,
626,cover10561.png,0.018815887,,,,,
627,cover10562.png,0.120871521,,,,,
628,cover10563.png,0.186532615,,,,,
629,cover10564.png,0.104818027,,,,,
630,cover10565.png,0.024039017,,,,,
631,cover10566.png,0.162423433,,,,,
632,cover10567.png,0.028289247,,,,,
633,cover10568.png,0.032984498,,,,,
634,cover10569.png,0.029490484,,,,,
635,cover1057.png,0.106052376,,,,,
636,cover10570.png,0.016344629,,,,,
637,cover10571.png,0.021516016,,,,,
638,cover10572.png,0.088084426,,,,,
639,cover10573.png,0.017508214,,,,,
640,cover10574.png,0.018179686,,,,,
641,cover10575.png,0.027967944,,,,,
642,cover10576.png,0.025012089,,,,,
643,cover10577.png,0.012707875,,,,,
644,cover10578.png,0.054373691,,,,,
645,cover10579.png,0.061555258,,,,,
646,cover1058.png,0.056857878,,,,,
647,cover10580.png,0.087595601,,,,,
648,cover10581.png,0.047115262,,,,,
649,cover10582.png,0.235225887,,,,,
650,cover10583.png,0.067860103,,,,,
651,cover10584.png,0.027437254,,,,,
652,cover10585.png,0.051635854,,,,,
653,cover10586.png,0.027168482,,,,,
654,cover10587.png,0.057776808,,,,,
655,cover10588.png,0.02226788,,,,,
656,cover10589.png,0.106443727,,,,,
657,cover1059.png,0.004440905,,,,,
658,cover10590.png,0.117111242,,,,,
659,cover10591.png,0.086760047,,,,,
660,cover10592.png,0.051570029,,,,,
661,cover10593.png,0.036393773,,,,,
662,cover10594.png,0.027973812,,,,,
663,cover10595.png,0.165303076,,,,,
664,cover10596.png,0.008691859,,,,,
665,cover10597.png,0.006847496,,,,,
666,cover10598.png,0.043253149,,,,,
667,cover10599.png,0.16629691,,,,,
668,cover106.png,0.015866284,,,,,
669,cover1060.png,0.079857357,,,,,
670,cover10600.png,0.024220486,,,,,
671,cover10601.png,0.043397123,,,,,
672,cover10602.png,0.040897872,,,,,
673,cover10603.png,0.023158059,,,,,
674,cover10604.png,0.016482295,,,,,
675,cover10605.png,0.078684105,,,,,
676,cover10606.png,0.041634613,,,,,
677,cover10607.png,0.072571709,,,,,
678,cover10608.png,0.186456835,,,,,
679,cover10609.png,0.007047657,,,,,
680,cover1061.png,0.025088249,,,,,
681,cover10610.png,0.142386909,,,,,
682,cover10611.png,0.223086965,,,,,
683,cover10612.png,0.054087631,,,,,
684,cover10613.png,0.008845039,,,,,
685,cover10614.png,0.09663157,,,,,
686,cover10615.png,0.065168528,,,,,
687,cover10616.png,0.014781144,,,,,
688,cover10617.png,0.082720103,,,,,
689,cover10618.png,0.043729648,,,,,
690,cover10619.png,0.036186179,,,,,
691,cover1062.png,0.055204846,,,,,
692,cover10620.png,0.034178645,,,,,
693,cover10621.png,0.064721578,,,,,
694,cover10622.png,0.042768128,,,,,
695,cover10623.png,0.099476322,,,,,
696,cover10624.png,0.090323699,,,,,
697,cover10625.png,0.02165544,,,,,
