,image_name,red,green,blue,ml det,ml0,ml,MSE (ml det),MSE (ml),stdev
43,stego_10036.png,0.191126522,0.148718908,0.151257907,0.163701112,0.021626445,0.145215155,0.007447498,0.010979864,0.023785005
44,stego_10037.png,0.215168955,0.284549099,0.263499009,0.254405688,0.041380015,0.222221189,1.94E-05,0.000771662,0.035572707
45,stego_10038.png,0.268845417,0.202317157,0.303951691,0.258371422,0.041850535,0.225978195,7.01E-05,0.000577047,0.051620471
46,stego_10039.png,0.36637429,0.279524978,0.34508319,0.330327486,0.048571239,0.296140141,0.006452505,0.002128913,0.045265868
47,stego_1004.png,0.36204059,0.289947018,0.321381309,0.324456306,0.038430091,0.297457535,0.005543742,0.002252218,0.03614502
48,stego_10040.png,0.19807963,0.19143335,0.158308412,0.182607131,0.022382758,0.163892745,0.004541799,0.007414459,0.021304085
49,stego_10041.png,0.146587989,0.153495891,0.259890744,0.186658208,0.049898905,0.143941843,0.004012183,0.011248333,0.063515219
50,stego_10042.png,0.265518868,0.261772002,0.307837317,0.278376062,0.041779261,0.246912628,0.000805201,9.53E-06,0.025582883
51,stego_10043.png,0.322713173,0.383429613,0.242995726,0.316379504,0.1835253,0.162716866,0.004406239,0.007618346,0.070430857
52,stego_10044.png,0.232650965,0.201411293,0.216319667,0.216793975,0.046521854,0.178579993,0.00110264,0.005100817,0.015625236
53,stego_10045.png,0.407150456,0.157859182,0.08593878,0.216982806,0.116830564,0.113400937,0.001090135,0.018659304,0.168570274
54,stego_10046.png,0.2534097,0.296817589,0.249598817,0.266608702,0.185188933,0.099924722,0.000275849,0.022522589,0.026230962
55,stego_10047.png,0.259445223,0.26519407,0.22500198,0.249880425,0.032856963,0.224396448,1.43E-08,0.000655542,0.021736261
56,stego_10048.png,0.211327505,0.157774472,0.137424337,0.168842105,0.008902816,0.16137599,0.006586604,0.007854215,0.038174454
57,stego_10049.png,0.267375702,0.232400963,0.275391269,0.258389312,0.043112718,0.224975917,7.04E-05,0.000626205,0.022860622
58,stego_1005.png,0.417610187,0.306541747,0.403863481,0.376005138,0.071268981,0.328121007,0.015877295,0.006102892,0.060548452
59,stego_10050.png,0.178695635,0.252337738,0.175559983,0.202197785,0.053538487,0.157068508,0.002285052,0.008636262,0.043450768
60,stego_10051.png,0.18668957,0.170647667,0.139884498,0.165740578,0.033473521,0.136847836,0.00709965,0.012803412,0.023785254
61,stego_10052.png,0.36880631,0.185625222,0.379120517,0.311184016,0.144350619,0.194978692,0.003743484,0.003027344,0.108859331
62,stego_10053.png,0.210825895,0.137718705,0.337135052,0.228559884,0.116725849,0.126613051,0.000459679,0.015224339,0.100884046
63,stego_10054.png,0.172399149,0.191097268,0.178245111,0.180580509,0.024239978,0.160224366,0.004819066,0.008059664,0.009565327
64,stego_10055.png,0.22117818,0.204868254,0.156910537,0.19431899,0.055828941,0.146678981,0.003100375,0.010675233,0.0334073
65,stego_10056.png,0.228305212,0.254292848,0.194199712,0.225599258,0.040726692,0.192721474,0.000595396,0.00328083,0.030137815
66,stego_10057.png,0.193825542,0.114865736,0.121539084,0.143410121,0.083652384,0.065212956,0.011361402,0.034146252,0.043788348
67,stego_10058.png,0.136197276,0.228623869,0.400800645,0.255207264,0.167434641,0.105424303,2.71E-05,0.020902132,0.134289774
68,stego_10059.png,0.038789728,0.189767206,0.126971027,0.11850932,0.107765257,0.012041745,0.017289799,0.056624131,0.07584359
69,stego_1006.png,0.301865269,0.317847277,0.305985239,0.308565928,0.094183306,0.236673295,0.003429968,0.000177601,0.008297657
70,stego_10060.png,0.285667851,0.296033448,0.262515103,0.281405467,0.037208642,0.25363421,0.000986303,1.32E-05,0.01716088
71,stego_10061.png,0.215316703,0.214024629,0.199902914,0.209748082,0.074446589,0.146184425,0.001620217,0.010777674,0.008550606
72,stego_10062.png,0.258392011,0.188142274,0.23902536,0.228519882,0.047123077,0.190367508,0.000461395,0.003556034,0.036284021
73,stego_10063.png,0.170521427,0.168226253,0.11201672,0.1502548,0.027812748,0.125944927,0.009949105,0.015389661,0.033135027
74,stego_10064.png,0.206086005,0.297285558,0.290997644,0.264789736,0.041486846,0.232967997,0.000218736,0.000290089,0.050936043
75,stego_10065.png,0.32563511,0.290670378,0.352795021,0.323033503,0.215482342,0.137092084,0.005333893,0.012748197,0.031143925
76,stego_10066.png,0.322611437,0.287182818,0.3152693,0.308354518,0.039963328,0.279563477,0.00340525,0.000873999,0.018699129
77,stego_10067.png,0.200884349,0.169967325,0.166630404,0.179160693,0.073283115,0.114250188,0.005018207,0.018428012,0.018887077
78,stego_10068.png,0.174780624,0.195906784,0.23417868,0.201622029,0.109639285,0.103309527,0.002340428,0.021518095,0.030108641
79,stego_10069.png,0.31128299,0.268763772,0.314935182,0.298327315,0.036288675,0.271905739,0.002335529,0.000479861,0.025667819
80,stego_1007.png,0.464597517,0.352057843,0.406678338,0.407777899,0.028790948,0.390221807,0.024893865,0.019662155,0.056277894
81,stego_10070.png,0.207421129,0.210038488,0.219182776,0.212214131,0.009847344,0.204379381,0.001427772,0.002081241,0.006175286
82,stego_10071.png,0.271721696,0.28782272,0.270768412,0.276770943,0.010335823,0.269217707,0.000716683,0.00036932,0.009582981
83,stego_10072.png,0.246051418,0.20125313,0.219942715,0.222415755,0.019781703,0.206723393,0.000760891,0.001872865,0.022501302
84,stego_10073.png,0.172334029,0.163608339,0.172688634,0.169543667,0.015030849,0.156870718,0.006473222,0.008673063,0.005143202
85,stego_10074.png,0.194296346,0.094905888,0.295992208,0.195064814,0.063390856,0.140585813,0.003017875,0.011971464,0.100545363
86,stego_10075.png,0.249113727,0.233533079,0.222350499,0.234999102,0.014451472,0.223781604,0.000225027,0.000687404,0.013441708
87,stego_10076.png,0.253280027,0.149139915,0.221945916,0.208121953,0.046840004,0.169207635,0.001753771,0.006527406,0.053428618
88,stego_10077.png,0.311699446,0.41907628,0.323145006,0.351306911,0.051808468,0.315862811,0.01026309,0.00433791,0.058968346
89,stego_10078.png,0.173314567,0.147371685,0.162331812,0.161006021,0.014706797,0.148482932,0.007919928,0.010305715,0.013022157
90,stego_10079.png,0.313257845,0.31586508,0.274878258,0.301333728,0.065594762,0.252287719,0.002635152,5.23E-06,0.022948166
91,stego_1008.png,0.323337621,0.324754237,0.347198993,0.331763617,0.045247156,0.300094902,0.006685289,0.002509499,0.01338618
92,stego_10080.png,0.371825569,0.277361515,0.248537484,0.299241523,0.188122698,0.136866525,0.002424728,0.012799183,0.064490612
93,stego_10081.png,0.327041951,0.349365611,0.244907769,0.307105111,0.087222332,0.240894126,0.003260994,8.29E-05,0.055008803
94,stego_10082.png,0.383077446,0.356701637,0.368638782,0.369472622,0.067415145,0.323892754,0.014273707,0.005460139,0.01320766
95,stego_10083.png,0.116083783,0.226370485,0.160062259,0.167505509,0.031339671,0.140571296,0.006805341,0.011974641,0.055518831
96,stego_10084.png,0.192059974,0.221680999,0.182549435,0.198763469,0.025385486,0.177893906,0.002625182,0.005199289,0.020408882
97,stego_10085.png,0.301472506,0.32498078,0.297859151,0.308104145,0.09813298,0.232818321,0.003376092,0.00029521,0.014726835
98,stego_10086.png,0.284355246,0.345314134,0.287656325,0.305775235,0.038628885,0.277880566,0.003110877,0.000777326,0.034281448
99,stego_10087.png,0.155334053,0.224377126,0.160898087,0.180203089,0.020997735,0.162620006,0.004871609,0.007635263,0.038356861
100,stego_10088.png,0.240105274,0.2786801,0.255112727,0.257966034,0.046965996,0.221398226,6.35E-05,0.000818061,0.019445059
101,stego_10089.png,0.245775108,0.224928294,0.196028878,0.222244093,0.049206628,0.181992713,0.00077039,0.004624991,0.024981504
102,stego_1009.png,0.156745819,0.286843758,0.204344752,0.21597811,0.111918617,0.117173375,0.001157489,0.017642912,0.065824537
103,stego_10090.png,0.294901967,0.264465249,0.212972292,0.257446502,0.073702609,0.198363824,5.55E-05,0.002666295,0.041413343
104,stego_10091.png,0.27309083,0.175437255,0.196048172,0.214858752,0.055987047,0.168293988,0.001234907,0.006675872,0.051472649
105,stego_10092.png,0.137683329,0.109678421,0.163252626,0.136871459,0.022014725,0.117442192,0.012798067,0.017571573,0.026796328
106,stego_10093.png,0.246990891,0.140791188,0.109759203,0.165847094,0.042517616,0.128806002,0.007081712,0.014687985,0.07196515
107,stego_10094.png,0.154311971,0.167961003,0.17767935,0.166650775,0.033951741,0.137362738,0.006947093,0.012687153,0.011738659
108,stego_10095.png,0.274358152,0.24959069,0.26706698,0.263671941,0.096004385,0.18547386,0.000186922,0.004163623,0.012727981
109,stego_10096.png,0.406450866,0.28640208,0.233388514,0.308747154,0.103236289,0.229169471,0.003451228,0.000433911,0.088668603
110,stego_10097.png,0.21599571,0.213321386,0.223466614,0.21759457,0.052036117,0.174646372,0.001050112,0.005678169,0.005258201
111,stego_10098.png,0.240462763,0.189528577,0.110132636,0.180041325,0.09332112,0.095645997,0.004894216,0.023825158,0.065680982
112,stego_10099.png,0.124308464,0.221858261,0.084289375,0.143485367,0.055149722,0.093491685,0.011345367,0.024494853,0.070760969
113,stego_101.png,0.304875718,0.188638398,0.307321921,0.266945346,0.074559515,0.207885687,0.000287145,0.001773615,0.067826835
114,stego_1010.png,0.217802629,0.169026832,0.202500977,0.19644348,0.128981314,0.077452031,0.002868301,0.029772802,0.024945732
115,stego_10100.png,0.2349296,0.198791489,0.276850784,0.236857291,0.023969436,0.218115972,0.000172731,0.001016591,0.039065335
116,stego_10101.png,0.122890974,0.121949157,0.135966621,0.126935584,0.018909825,0.11010788,0.01514485,0.019569805,0.007835271
117,stego_10102.png,0.195210494,0.205825355,0.21711879,0.206051546,0.040188964,0.172807538,0.001931467,0.005958676,0.010955899
118,stego_10103.png,0.275062206,0.169711325,0.12025266,0.188342064,0.044404245,0.150626265,0.003801701,0.009875139,0.079068497
119,stego_10104.png,0.217954502,0.122132641,0.193988371,0.178025171,0.06735814,0.11865973,0.005180376,0.017250267,0.04986557
120,stego_10105.png,0.291218641,0.290791094,0.247475503,0.276495079,0.03574063,0.249678102,0.000701989,1.04E-07,0.025132599
121,stego_10106.png,0.243765407,0.146854252,0.268640828,0.219753496,0.051121203,0.177717421,0.000914851,0.005224771,0.064346107
122,stego_10107.png,0.211917479,0.184210526,0.167856152,0.187994719,0.024117212,0.167927449,0.003844655,0.006735904,0.022273083
123,stego_10108.png,0.384251255,0.304031433,0.312691658,0.333658115,0.117295639,0.245113183,0.00699868,2.39E-05,0.044028391
124,stego_10109.png,0.092182711,0.196637525,0.040536195,0.109785477,0.043138753,0.069651398,0.019660112,0.032525618,0.079525463
125,stego_1011.png,0.377433267,0.289425985,0.295298655,0.320719302,0.03601382,0.295341871,0.00500122,0.002055885,0.049203429
126,stego_10110.png,0.24587481,0.218618012,0.212587736,0.225693519,0.005389391,0.221497867,0.000590805,0.000812372,0.017735682
127,stego_10111.png,0.057886611,0.152807563,0.028533451,0.079742542,0.076830582,0.003154307,0.028987602,0.060932796,0.064955947
128,stego_10112.png,0.222862505,0.211840515,0.210493648,0.215065556,0.071698872,0.154439847,0.001220415,0.009131743,0.006785855
129,stego_10113.png,0.152040107,0.221198989,0.169820975,0.181020024,0.060289131,0.128476638,0.004758237,0.014767928,0.03591381
130,stego_10114.png,0.22331249,0.223365108,0.290263541,0.245647046,0.035128313,0.218183139,1.89E-05,0.001012313,0.038639027
131,stego_10115.png,0.27031688,0.212844321,0.265390028,0.249517076,0.053361731,0.207212566,2.33E-07,0.001830764,0.031854932
132,stego_10116.png,0.275972579,0.295546799,0.267796161,0.279771846,0.042863753,0.247517627,0.000886363,6.16E-06,0.014260095
133,stego_10117.png,0.349573163,0.238986357,0.247738849,0.278766123,0.069921078,0.224545509,0.00082749,0.000647931,0.061476656
134,stego_10118.png,0.207154404,0.194169102,0.176710938,0.192678148,0.054816168,0.145857319,0.003285795,0.010845698,0.015276399
135,stego_10119.png,0.242584206,0.26334346,0.175503766,0.227143811,0.079923684,0.160008604,0.000522405,0.008098451,0.045910318
136,stego_1012.png,0.368537157,0.322419789,0.317684239,0.336213728,0.136217319,0.231535563,0.007432807,0.000340935,0.028092871
137,stego_10120.png,0.179254048,0.106354318,0.079307907,0.121638758,0.039652916,0.085371053,0.016476608,0.02710269,0.051696406
138,stego_10121.png,0.282840109,0.301004711,0.345413877,0.309752899,0.050758309,0.272843673,0.003570409,0.000521833,0.032191104
139,stego_10122.png,0.144705721,0.160357743,0.19700628,0.167356581,0.040841661,0.131902017,0.006829935,0.013947133,0.026843527
140,stego_10123.png,0.243954073,0.242204201,0.300451348,0.262203207,0.075094003,0.202300779,0.000148918,0.002275216,0.033135415
141,stego_10124.png,0.1885471,0.208850554,0.206183172,0.201193609,0.015904993,0.18828326,0.002382064,0.003808956,0.011033103
142,stego_10125.png,0.190333027,0.148688111,0.159316729,0.166112622,0.127830899,0.043892547,0.007037092,0.042480282,0.021638227
143,stego_10126.png,0.146512454,0.172791048,0.19963903,0.172980844,0.03933739,0.139115911,0.00593195,0.012295281,0.026563797
144,stego_10127.png,0.147496144,0.28,0.183877663,0.203791269,0.073452026,0.140671877,0.002135247,0.011952638,0.068459709
145,stego_10128.png,0.28437573,0.339678123,0.195768599,0.273274151,0.116110465,0.177809194,0.000541686,0.005211512,0.072594225
146,stego_10129.png,0.202028628,0.274187173,0.186765764,0.220993855,0.040777294,0.187877705,0.000841356,0.003859179,0.046694599
147,stego_1013.png,0.170333408,0.13544064,0.285269265,0.197014438,0.086418484,0.121057565,0.00280747,0.016626151,0.078396825
148,stego_10130.png,0.370880772,0.289736198,0.33501155,0.331876173,0.114344931,0.245616211,0.006703708,1.92E-05,0.040663047
149,stego_10131.png,0.10425254,0.101872907,0.110351717,0.105492388,0.019104265,0.088070648,0.02088245,0.026221115,0.004373268
150,stego_10132.png,0.258767934,0.117106388,0.202675219,0.192849847,0.067787016,0.134156929,0.00326614,0.013419617,0.071340044
151,stego_10133.png,0.249349061,0.182481932,0.198164999,0.209998664,0.044860768,0.172894056,0.001600107,0.005945327,0.034968986
152,stego_10134.png,0.193818051,0.191734502,0.208934483,0.198162345,0.003610503,0.195256817,0.002687142,0.002996816,0.009386933
153,stego_10135.png,0.193227622,0.233527983,0.258739941,0.228498515,0.034037708,0.201313042,0.000462314,0.00237042,0.03304448
154,stego_10136.png,0.224247086,0.265846936,0.231454294,0.240516105,0.124429008,0.132584448,8.99E-05,0.013786412,0.022231154
155,stego_10137.png,0.28586235,0.230674874,0.215962791,0.244166672,0.113741523,0.147163782,3.40E-05,0.010575288,0.036851167
156,stego_10138.png,0.161425788,0.142927899,0.184023206,0.162792298,0.05705817,0.112132185,0.007605183,0.019007534,0.020581705
157,stego_10139.png,0.203526615,0.323471286,0.151919769,0.22630589,0.088880795,0.150831081,0.000561411,0.009834474,0.088015068
158,stego_1014.png,0.239361455,0.156166556,0.175274958,0.190267656,0.053169939,0.14479654,0.003567953,0.011067768,0.043576755
159,stego_10140.png,0.376290368,0.260309443,0.298255633,0.311618481,0.05451837,0.27192502,0.003796837,0.000480706,0.059133899
160,stego_10141.png,0.281245089,0.228448879,0.170710656,0.226801541,0.040399365,0.194249742,0.000538168,0.003108091,0.055285627
161,stego_10142.png,0.103143816,0.210654685,0.263774792,0.192524431,0.059128105,0.141779478,0.003303441,0.011711681,0.081835855
162,stego_10143.png,0.254864625,0.248488478,0.228919288,0.244090797,0.014788972,0.232743868,3.49E-05,0.000297774,0.013520164
163,stego_10144.png,0.229634519,0.204359706,0.284674221,0.239556148,0.062561828,0.188806393,0.000109074,0.003744658,0.041066219
164,stego_10145.png,0.278506368,0.237974992,0.254406231,0.25696253,0.032883046,0.231698434,4.85E-05,0.000334947,0.020386248
165,stego_10146.png,0.193211612,0.196560658,0.174373673,0.188048648,0.015927013,0.174907387,0.00383797,0.0056389,0.011960674
166,stego_10147.png,0.295141272,0.23767038,0.321997746,0.284936466,0.052520378,0.2452993,0.001220557,2.21E-05,0.043079922
167,stego_10148.png,0.193871577,0.203203438,0.198951566,0.198675527,0.02586057,0.177402692,0.002634202,0.005270369,0.00467205
168,stego_10149.png,0.080352921,0.182178138,0.153341337,0.138624132,0.053349694,0.090080188,0.012404584,0.025574346,0.052483719
169,stego_1015.png,0.146157194,0.209826507,0.226878762,0.194287488,0.077664596,0.12644304,0.003103884,0.015266322,0.042545138
170,stego_10150.png,0.501170049,0.363320298,0.374623023,0.41303779,0.066759562,0.371049318,0.026581321,0.014652937,0.076533713
171,stego_10151.png,0.241223084,0.190183409,0.286224753,0.239210415,0.029937611,0.215731283,0.000116415,0.001174345,0.048052295
172,stego_10152.png,0.041876613,0.039008919,0.102907489,0.061264341,0.017590363,0.044455975,0.035621149,0.042248346,0.036092517
173,stego_10153.png,0.192945242,0.260485426,0.256721778,0.236717482,0.023684728,0.21820078,0.000176425,0.00101119,0.037954552
174,stego_10154.png,0.279771006,0.226894927,0.224290565,0.243652166,0.029895993,0.220343563,4.03E-05,0.000879504,0.031306926
175,stego_10155.png,0.311754025,0.012339172,0.243992378,0.189361858,0.085311345,0.113755115,0.003676984,0.018562669,0.157005362
176,stego_10156.png,0.155843806,0.162713671,0.174005305,0.164187594,0.008369646,0.157133096,0.007363769,0.008624262,0.009170024
177,stego_10157.png,0.222454058,0.176669119,0.192452716,0.197191964,0.085468014,0.122165164,0.002788689,0.016341745,0.023257483
178,stego_10158.png,0.234322882,0.16913662,0.26170478,0.221721427,0.032756554,0.195364335,0.000799678,0.002985056,0.047553271
179,stego_10159.png,0.215727974,0.219888909,0.207372691,0.214329858,0.131332305,0.095545804,0.001272359,0.023856099,0.006374165
180,stego_1016.png,0.22403897,0.200259351,0.178985247,0.201094523,0.045407033,0.163093062,0.002391746,0.007552816,0.02253847
181,stego_10160.png,0.1751444,0.325273014,0.22080967,0.240409028,0.069228777,0.183912273,9.20E-05,0.004367588,0.076959413
182,stego_10161.png,0.303010034,0.187464283,0.180516579,0.223663632,0.061410689,0.172868944,0.000693604,0.0059492,0.068803752
183,stego_10162.png,0.272765702,0.183229129,0.214791938,0.22359559,0.131826544,0.105703584,0.000697193,0.020821456,0.045412858
184,stego_10163.png,0.173308821,0.160588559,0.174619543,0.169505641,0.009974191,0.161138678,0.006479342,0.007896335,0.007750178
185,stego_10164.png,0.21453469,0.235205303,0.245823343,0.231854445,0.060579196,0.182320051,0.000329261,0.004580575,0.015911195
186,stego_10165.png,0.358646373,0.363993773,0.432546416,0.385062187,0.044045554,0.356728958,0.018241794,0.01139107,0.041209376
187,stego_10166.png,0.194657469,0.245300718,0.198805222,0.212921136,0.013167337,0.20241912,0.001374842,0.00226394,0.028118125
188,stego_10167.png,0.306081414,0.275361913,0.24139548,0.274279602,0.010036164,0.266922314,0.000589499,0.000286365,0.032356546
189,stego_10168.png,0.275288792,0.279824214,0.303486297,0.286199768,0.031422787,0.26304251,0.001310423,0.000170107,0.015141353
190,stego_10169.png,0.288715785,0.208881778,0.228947784,0.242181782,0.033718164,0.215737904,6.11E-05,0.001173891,0.041529763
191,stego_1017.png,0.397894766,0.465519359,0.336499743,0.399971289,0.069614921,0.355074878,0.022491388,0.01104073,0.064534869
192,stego_10170.png,0.156388372,0.155445068,0.083306458,0.131713299,0.046811898,0.089070983,0.013991744,0.025898149,0.041924207
193,stego_10171.png,0.381595388,0.290745955,0.337880365,0.33674057,0.097700394,0.264923285,0.007523926,0.000222704,0.04543544
194,stego_10172.png,0.236152972,0.271041262,0.288300467,0.265164901,0.046357162,0.229444117,0.000229974,0.000422544,0.026565749
195,stego_10173.png,0.219409655,0.221441516,0.192043211,0.210964794,0.012076957,0.20131916,0.001523747,0.002369824,0.016418034
196,stego_10174.png,0.217898597,0.197842674,0.198640615,0.204793962,0.022155631,0.186776482,0.002043586,0.003997213,0.011355958
197,stego_10175.png,0.241058132,0.267239542,0.288517601,0.265605092,0.036275995,0.237961383,0.000243519,0.000144928,0.023771913
198,stego_10176.png,0.175463987,0.154669362,0.17097774,0.167037029,0.038101363,0.134042883,0.006882855,0.013446053,0.01094308
199,stego_10177.png,0.285572651,0.300733553,0.323160978,0.303155727,0.069777058,0.250884663,0.002825531,7.83E-07,0.018910864
200,stego_10178.png,0.189786867,0.14997373,0.180580742,0.173447113,0.026497758,0.15094917,0.005860345,0.009811067,0.020843176
201,stego_10179.png,0.184895414,0.281867239,0.232066296,0.232942983,0.035688537,0.204554704,0.000290942,0.002065275,0.048491856
202,stego_1018.png,0.239418755,0.196735452,0.209305696,0.215153301,0.01616273,0.202259639,0.001214292,0.002279142,0.021934264
203,stego_10180.png,0.263384645,0.209019875,0.250706991,0.24103717,0.046945754,0.203652013,8.03E-05,0.002148136,0.028443121
204,stego_10181.png,0.224355818,0.27061185,0.239372305,0.244779991,0.087742866,0.172141296,2.72E-05,0.006061978,0.023597403
205,stego_10182.png,0.15061672,0.278037985,0.156782834,0.195145846,0.037540147,0.163753011,0.003008978,0.007438543,0.071852872
206,stego_10183.png,0.269083374,0.169022007,0.197998479,0.21203462,0.082338716,0.141333089,0.00144137,0.011808498,0.051486204
207,stego_10184.png,0.27649042,0.085980066,0.150642596,0.171037694,0.054067768,0.123655714,0.006235046,0.015962878,0.096878887
208,stego_10185.png,0.285869695,0.217411669,0.346809265,0.283363543,0.069036998,0.230220261,0.001113126,0.000391238,0.064735192
209,stego_10186.png,0.245700587,0.23265583,0.245820585,0.241392334,0.043364806,0.207004226,7.41E-05,0.001848637,0.007566272
210,stego_10187.png,0.185371299,0.238813457,0.248324602,0.224169786,0.030678566,0.199615126,0.0006672,0.002538636,0.033935342
211,stego_10188.png,0.278396097,0.179708908,0.256966673,0.238357226,0.087726587,0.165115673,0.000135554,0.007205349,0.051908804
212,stego_10189.png,0.289558173,0.445411438,0.307076292,0.347348635,0.135379856,0.24515827,0.009476757,2.34E-05,0.085375384
213,stego_1019.png,0.286237961,0.348176429,0.218022848,0.284145746,0.048670398,0.24752236,0.001165932,6.14E-06,0.06510201
214,stego_10190.png,0.20972553,0.198892898,0.229280247,0.212632892,0.012781162,0.202439137,0.001396301,0.002262036,0.015400887
215,stego_10191.png,0.165211719,0.152694752,0.157141351,0.158349274,0.013021992,0.147244701,0.008399856,0.010558651,0.006345307
