,image_name,red,green,blue,total
0,stego_12112.png,0.826036326,0.843339233,0.734921845,0.801432468
1,stego_5602.png,1.880809071,0.516636913,0.70039481,1.032613598
2,stego_9747.png,0.717019268,0.690641147,0.716575152,0.708078522
