,image_name,red,green,blue,ml det,stdev,ml0,ml,MSE (ml det),MSE (ml)
0,stego_1.png,0.284260035,0.441201739,0.433689065,0.386383613,0.088521347,0.141499727,0.285246136,0.034738851,0.007266904
1,stego_10.png,0.424342227,0.155576283,0.129054048,0.236324186,0.163367515,0.163157242,0.087432129,0.001319446,0.012671526
2,stego_100.png,0.234403371,0.252610967,0.171724055,0.219579464,0.042432114,0.041656161,0.185657064,0.000383355,0.00020572
3,stego_1000.png,0.193130463,0.455252295,0.299407102,0.315929953,0.13183974,0.193259617,0.152056769,0.013439754,0.002298553
4,stego_10000.png,0.498607778,0.5626365,0.440075961,0.50044008,0.061300811,0.311410371,0.274517217,0.090264241,0.005552816
5,stego_10001.png,0.171106285,0.180872139,0.104600043,0.152192822,0.041504789,0.043117993,0.113989842,0.002285526,0.007397747
6,stego_10002.png,0.240416326,0.231190319,0.225387931,0.232331525,0.007578913,0.046561443,0.194842217,0.001045328,2.66E-05
7,stego_10003.png,0.263454747,0.15995682,0.219141682,0.214184416,0.051926737,0.04943107,0.173320778,0.000201198,0.000711781
8,stego_10004.png,0.342453553,0.249256143,0.28405938,0.291923025,0.047093705,0.066511177,0.241472466,0.008449843,0.001719965
9,stego_10005.png,0.366592183,0.41576325,0.381061991,0.387805808,0.0252697,0.25703221,0.176015165,0.035271022,0.000575272
10,stego_10006.png,0.206614681,0.3658759,0.261187084,0.277892555,0.080934162,0.131673286,0.168391997,0.00606725,0.000999066
11,stego_10007.png,0.168832833,0.201880685,0.177384635,0.182699384,0.017152989,0.009674217,0.174715402,0.000299311,0.000639311
12,stego_10008.png,0.162379551,0.185151152,0.124905977,0.157478893,0.030420102,0.010877662,0.148213447,0.001808045,0.002681847
13,stego_10009.png,0.250313476,0.217338946,0.261736135,0.243129519,0.023053948,0.059656173,0.195113044,0.001860155,2.39E-05
14,stego_1001.png,0.19685653,0.258451979,0.18803365,0.214447386,0.038363576,0.03644329,0.184736502,0.000208727,0.000232974
