,image_name,red,green,blue,ml det,stdev,ml0,ml,MSE (ml det),MSE (ml)
0,stego_1.png,0.037580756,0.366670539,0.297000302,0.233750532,0.173422666,0.167399835,0.079690949,0.017889205,0.000412458
1,stego_10.png,0.220827827,0.063352257,0.165523416,0.149901167,0.079891675,0.099046961,0.056444902,0.002490126,0.001897047
2,stego_100.png,0.245646577,0.097496887,0.066680213,0.136607892,0.095679114,0.05051718,0.090671164,0.001340138,8.70E-05
3,stego_1000.png,0.111813336,0.341629836,0.203122554,0.218855242,0.115713197,0.155792936,0.074700045,0.014126569,0.000640088
4,stego_10000.png,0.213962737,0.314468158,0.267753802,0.265394899,0.050294217,0.200043815,0.081693329,0.027355473,0.000335134
5,stego_10001.png,0.109628402,0.049359117,0.086946286,0.081977935,0.03044027,0.038554781,0.04516446,0.000324795,0.003006936
6,stego_10002.png,0.12778813,0.155104896,0.128834002,0.137242343,0.015478261,0.050157758,0.091683209,0.001386992,6.92E-05
7,stego_10003.png,0.091485758,0.077805122,0.093331178,0.087540686,0.008481585,0.01698973,0.071770314,0.000155235,0.000796915
8,stego_10004.png,0.263148941,0.119620473,0.178356258,0.187041891,0.072157365,0.089206398,0.107417852,0.007576291,5.50E-05
9,stego_10005.png,0.195274122,0.218013247,0.184284821,0.19919073,0.017201934,0.154705879,0.052626477,0.009838801,0.002244251
10,stego_10006.png,0.137175364,0.31687412,0.119420967,0.191156817,0.109235685,0.132152288,0.067989497,0.008309565,0.001024672
11,stego_10007.png,0.090824956,0.109807356,0.085662659,0.095431657,0.012714475,0.011068118,0.085307735,2.09E-05,0.000215863
12,stego_10008.png,0.103638138,0.116267846,0.039822673,0.086576219,0.040979238,0.019529769,0.068381933,0.000180198,0.000999702
13,stego_10009.png,0.178630534,0.153537034,0.118789651,0.150319073,0.030049946,0.10036908,0.055522761,0.002532009,0.001978225
14,stego_1001.png,0.100194047,0.185148453,0.128296289,0.137879596,0.043280395,0.045823675,0.096476845,0.001434864,1.24E-05
15,stego_10010.png,0.142699153,0.1788668,0.084625017,0.13539699,0.047543345,0.033011589,0.105880691,0.001252947,3.46E-05
16,stego_10011.png,0.15165313,0.158837625,0.140189816,0.150226857,0.009405365,0.0454145,0.109798815,0.002522737,9.60E-05
17,stego_10012.png,0.088258381,0.126105936,0.109123271,0.107829196,0.018956933,0.024855151,0.085088944,6.13E-05,0.00022234
18,stego_10013.png,0.145447658,0.180553146,0.223899512,0.183300105,0.039297999,0.122135378,0.069674442,0.006938908,0.000919639
19,stego_10014.png,0.131085532,0.035788984,0.132669602,0.099848039,0.055482423,0.05998964,0.042402085,2.31E-08,0.00331752
20,stego_10015.png,0.118971428,0.089734655,0.109289767,0.105998617,0.014893655,0.008487828,0.098345529,3.60E-05,2.74E-06
21,stego_10016.png,0.113751066,0.153684109,0.157505744,0.141646973,0.024234014,0.029890587,0.115199775,0.00173447,0.000231033
22,stego_10017.png,0.099578028,0.139173305,0.082766841,0.107172725,0.028960004,0.034696772,0.075081022,5.14E-05,0.000620955
23,stego_10018.png,0.200427025,0.130990603,0.100527359,0.143981662,0.051201187,0.048277342,0.100559044,0.001934387,3.13E-07
24,stego_10019.png,0.127233964,0.112342282,0.112968241,0.117514829,0.008422835,0.054241581,0.066902125,0.000306769,0.001095469
25,stego_1002.png,0.106724526,0.10725937,0.084483858,0.099489251,0.012997803,0.01839722,0.08261186,2.61E-07,0.000302347
26,stego_10020.png,0.121388684,0.154252298,0.116806007,0.130815663,0.020425648,0.035196917,0.099107007,0.000949605,7.97E-07
27,stego_10021.png,0.171929735,0.072448009,0.05351114,0.099296295,0.063611035,0.0175541,0.083202744,4.95E-07,0.000282148
28,stego_10022.png,0.177421275,0.146227352,0.150586581,0.158078403,0.016892624,0.042484969,0.120722318,0.003373101,0.000429414
29,stego_10023.png,0.231434501,0.234578967,0.191242573,0.219085347,0.024163753,0.069837477,0.16045354,0.01418132,0.003654631
30,stego_10024.png,0.184312514,0.156264734,0.198936243,0.17983783,0.021684822,0.082506786,0.106083667,0.006374079,3.70E-05
31,stego_10025.png,0.153874034,0.162581481,0.160382135,0.158945884,0.004527916,0.082787187,0.083032744,0.003474617,0.000287888
32,stego_10026.png,0.102924624,0.093941744,0.174568372,0.12381158,0.044185541,0.050172553,0.077528847,0.000566991,0.000504953
33,stego_10027.png,0.125163267,0.213030691,0.074377901,0.137523953,0.070147979,0.034204119,0.106978955,0.001408047,4.87E-05
34,stego_10028.png,0.250817811,0.24368514,0.171165832,0.221889594,0.044072597,0.070136903,0.163198961,0.014857073,0.003994109
35,stego_10029.png,0.075089349,0.120232655,0.097487078,0.097603028,0.022571876,0.018748489,0.08036119,5.75E-06,0.000385683
36,stego_1003.png,0.182553983,0.250855623,0.142340929,0.191916845,0.054859886,0.055269871,0.144641279,0.008448706,0.001992844
37,stego_10030.png,0.06775631,0.110414448,0.069709699,0.082626819,0.024084605,0.019376785,0.064499833,0.000301827,0.001260262
38,stego_10031.png,0.271036463,0.166413727,0.197273983,0.211574725,0.053757442,0.140684445,0.082496213,0.012448919,0.000306383
39,stego_10032.png,0.325744496,0.18151437,0.296876121,0.268044996,0.076315187,0.263571609,0.006074435,0.028239121,0.008822012
40,stego_10033.png,0.233443211,0.076066188,0.083525544,0.131011648,0.088786707,0.053561218,0.081833533,0.000961722,0.000330021
41,stego_10034.png,0.145512327,0.136495165,0.247451355,0.176486282,0.061622711,0.067364774,0.117003417,0.005850151,0.000289116
42,stego_10035.png,0.14202792,0.09187741,0.113380703,0.115762011,0.025159916,0.040738743,0.078209421,0.000248441,0.000474829
43,stego_10036.png,0.145367089,0.114128637,0.101471838,0.120322521,0.022593614,0.014797222,0.107110233,0.000413005,5.06E-05
44,stego_10037.png,0.078929044,0.048800256,0.134907313,0.087545538,0.043695415,0.021613537,0.067388504,0.000155114,0.00106351
45,stego_10038.png,0.134489303,0.112875036,0.133382325,0.126915555,0.012172037,0.035143911,0.095114334,0.000724447,2.39E-05
46,stego_10039.png,0.212675195,0.098251167,0.186347875,0.165758079,0.059926366,0.061390205,0.111194102,0.004324125,0.000125308
47,stego_1004.png,0.171327676,0.191694751,0.086897893,0.14997344,0.055566158,0.053586363,0.101844556,0.002497345,3.40E-06
48,stego_10040.png,0.056298383,0.105299119,0.115681088,0.092426197,0.031715304,0.025473324,0.068702966,5.74E-05,0.000979504
49,stego_10041.png,0.105440373,0.080656904,0.091086969,0.092394749,0.012443384,0.037875751,0.056665236,5.78E-05,0.001877902
50,stego_10042.png,0.105221393,0.182199065,0.156334742,0.1479184,0.039172907,0.040548482,0.111907601,0.002296173,0.000141791
51,stego_10043.png,0.281348384,0.263707639,0.229367891,0.258141305,0.02643352,0.226682728,0.040680039,0.025008672,0.003518858
52,stego_10044.png,0.14419957,0.055261765,0.101646441,0.100369259,0.044482656,0.039619637,0.063255793,1.36E-07,0.001350137
53,stego_10045.png,0.291651812,0.088199485,0.196108838,0.191986712,0.101788782,0.127895915,0.073489848,0.008461555,0.000702788
54,stego_10046.png,0.219226062,0.360544843,0.356524063,0.312098323,0.080454858,0.239343644,0.095647237,0.044985698,1.89E-05
55,stego_10047.png,0.088786019,0.138594642,0.087862908,0.10508119,0.029027171,0.026109887,0.081088515,2.58E-05,0.000357644
56,stego_10048.png,0.043879924,0.085164987,0.105055467,0.078033459,0.03120506,0.037458949,0.042153537,0.000482529,0.003346213
57,stego_10049.png,0.124213324,0.16203956,0.104094438,0.130115774,0.029420035,0.034135548,0.099372355,0.00090696,3.94E-07
58,stego_1005.png,0.263177858,0.189144973,0.113113065,0.188478632,0.075034616,0.056661335,0.13973486,0.007828468,0.001578859
59,stego_10050.png,0.120043534,0.05674971,0.067029619,0.081274288,0.033966307,0.034518644,0.048427288,0.000350652,0.002659745
60,stego_10051.png,0.163685905,0.06724997,0.06816476,0.099700212,0.055415124,0.043757507,0.058502634,8.99E-08,0.001722031
61,stego_10052.png,0.264346387,0.187688769,0.301966717,0.251333957,0.058239633,0.168215536,0.099927836,0.022901967,5.21E-09
62,stego_10053.png,0.217261652,0.234697764,0.369336737,0.273765384,0.083225099,0.189124639,0.104381942,0.030194409,1.92E-05
63,stego_10054.png,0.022234502,0.097618569,0.066635617,0.062162896,0.037890543,0.029986215,0.033171365,0.001431646,0.004466067
64,stego_10055.png,0.14655274,0.036070591,0.05805089,0.08022474,0.058483639,0.033781783,0.048066738,0.000391061,0.002697064
65,stego_10056.png,0.094295448,0.081308779,0.075163165,0.083589131,0.009767859,0.007131345,0.077006949,0.000269317,0.00052868
66,stego_10057.png,0.186708809,0.153401748,0.208560003,0.182890187,0.027776693,0.152267181,0.036123416,0.006870783,0.004080218
67,stego_10058.png,0.032251854,0.229310355,0.236340267,0.165967492,0.115854473,0.081351969,0.092108751,0.00435171,6.23E-05
68,stego_10059.png,0.175408188,0.07781911,0.019162175,0.090796491,0.078927267,0.075836764,0.016187321,8.47E-05,0.007024565
69,stego_1006.png,0.181818182,0.261613054,0.08319614,0.175542459,0.089373863,0.097727639,0.08624316,0.005706663,0.000189251
70,stego_10060.png,0.177117687,0.209358635,0.209064927,0.19851375,0.018530115,0.074953539,0.133571897,0.009704959,0.001127072
71,stego_10061.png,0.113371404,0.096678127,0.064373411,0.091474314,0.02491005,0.028168422,0.065140806,7.27E-05,0.001215163
72,stego_10062.png,0.057824057,0.09966483,0.087776908,0.081755265,0.021560559,0.022259187,0.060850562,0.00033287,0.001532678
73,stego_10063.png,0.08529434,0.095317749,0.061175631,0.080595907,0.017549288,0.004392613,0.076539502,0.000376519,0.000550395
74,stego_10064.png,0.142019366,0.217008413,0.153468483,0.170832087,0.040397529,0.04079072,0.135571423,0.005017185,0.001265326
75,stego_10065.png,0.254561983,0.199621694,0.202241053,0.218808243,0.030991332,0.184034124,0.042617125,0.014115399,0.003292794
76,stego_10066.png,0.206448155,0.232886263,0.119472105,0.186268841,0.059338827,0.067928523,0.126964853,0.007442313,0.000727103
77,stego_10067.png,0.163609577,0.12623117,0.123329185,0.137723311,0.022465072,0.07866094,0.064104924,0.001423048,0.001288456
78,stego_10068.png,0.133937632,0.14944949,0.117143202,0.133510108,0.016157387,0.060027971,0.078174812,0.001122927,0.000476339
79,stego_10069.png,0.102037985,0.094942736,0.079222072,0.092067598,0.011676527,0.018825024,0.074647821,6.29E-05,0.000642733
80,stego_1007.png,0.253075684,0.218177782,0.150030848,0.207094771,0.05240882,0.050214894,0.165174076,0.01146929,0.00424766
81,stego_10070.png,0.087751903,0.062336444,0.087796296,0.079294881,0.014686454,0.016515123,0.063833984,0.000428702,0.001307981
82,stego_10071.png,0.100193151,0.115379112,0.092619777,0.10273068,0.011589915,0.009252051,0.094351574,7.46E-06,3.19E-05
83,stego_10072.png,0.139159933,0.08137195,0.061648438,0.094060107,0.040283371,0.021232527,0.074407438,3.53E-05,0.000654979
84,stego_10073.png,0.094308405,0.11701126,0.105673017,0.105664227,0.01135143,0.026769378,0.081064906,3.21E-05,0.000358538
85,stego_10074.png,0.161741786,0.135851001,0.17453083,0.157374539,0.019706266,0.081043003,0.083063229,0.003291838,0.000286854
86,stego_10075.png,0.116216363,0.085809837,0.067025007,0.089683735,0.02482343,0.013027812,0.077667765,0.000106425,0.000498729
87,stego_10076.png,0.041159088,0.094410183,0.11859468,0.084721317,0.039616579,0.018501027,0.067468528,0.000233438,0.001058297
88,stego_10077.png,0.245716129,0.249414075,0.125075337,0.20673518,0.070743665,0.078675299,0.138995385,0.011392399,0.00152064
89,stego_10078.png,0.056735853,0.073136827,0.043817107,0.057896595,0.014694284,0.01385818,0.044657284,0.001772697,0.003062816
90,stego_10079.png,0.250457536,0.18082558,0.184893303,0.20539214,0.039080737,0.081049318,0.13530957,0.011107503,0.001246766
91,stego_1008.png,0.234021189,0.202473094,0.050324108,0.162272797,0.098225263,0.085330972,0.084119854,0.003877901,0.000252179
92,stego_10080.png,0.254992132,0.199778159,0.360643826,0.271804706,0.081740061,0.17827085,0.113825651,0.029516857,0.000191149
93,stego_10081.png,0.319030024,0.294723157,0.3367623,0.316838494,0.021105082,0.220758103,0.123299826,0.047018932,0.000542882
94,stego_10082.png,0.23637198,0.168932445,0.182828481,0.196044302,0.035609214,0.054950773,0.149297544,0.009224508,0.002430248
95,stego_10083.png,0.097844172,0.210976488,0.115119292,0.141313317,0.060945266,0.056055048,0.09032123,0.00170679,9.37E-05
96,stego_10084.png,0.096612591,0.11348539,0.112002756,0.107366912,0.009342972,0.02657238,0.083000041,5.43E-05,0.000288999
97,stego_10085.png,0.187940899,0.175409063,0.146199876,0.169849946,0.021418592,0.082938374,0.094771791,0.004879015,2.73E-05
98,stego_10086.png,0.171067268,0.166636514,0.12047115,0.152724978,0.028020349,0.035389084,0.121640644,0.002779923,0.000468317
99,stego_10087.png,0.095453891,0.084936718,0.040405,0.073598536,0.029223464,0.017039078,0.057539885,0.000697037,0.001802861
100,stego_10088.png,0.164636209,0.09770642,0.094227502,0.11885671,0.039684349,0.025229499,0.096050518,0.000355576,1.56E-05
101,stego_10089.png,0.120841616,0.181769403,0.057284822,0.11996528,0.062246917,0.054918949,0.068826193,0.000398612,0.000971806
102,stego_1009.png,0.115685102,0.178974268,0.188880714,0.161180028,0.039709893,0.09945966,0.068537039,0.003742996,0.000989918
103,stego_10090.png,0.087897568,0.100137501,0.093118502,0.093717857,0.006141939,0.020286316,0.074952042,3.95E-05,0.0006274
104,stego_10091.png,0.10551639,0.156564821,0.179981293,0.147354168,0.038077323,0.047256648,0.105062417,0.002242417,2.56E-05
105,stego_10092.png,0.095709159,0.083547294,0.091638425,0.090298293,0.006190695,0.016351205,0.075176311,9.41E-05,0.000616216
106,stego_10093.png,0.105832984,0.134204391,0.092351212,0.110796195,0.021363456,0.030995034,0.082353718,0.000116558,0.000311391
107,stego_10094.png,0.10977917,0.113152529,0.14370155,0.122211083,0.018687563,0.051306156,0.074739525,0.000493332,0.000638092
108,stego_10095.png,0.11557293,0.243212822,0.195954387,0.18491338,0.064532266,0.099355146,0.094996638,0.007210282,2.50E-05
109,stego_10096.png,0.184822427,0.194292715,0.182546498,0.187220547,0.006229498,0.078171774,0.118296196,0.007607424,0.000334751
110,stego_10097.png,0.082980837,0.079600613,0.097212824,0.086598091,0.009346705,0.014155466,0.073482809,0.000179611,0.000703161
111,stego_10098.png,0.185602774,0.095107411,0.068093561,0.116267915,0.061546153,0.072703626,0.046979899,0.000264645,0.002811131
112,stego_10099.png,0.050933382,0.068796582,0.092319831,0.070683265,0.02075763,0.041089562,0.030861801,0.000859471,0.004780091
113,stego_101.png,0.164811333,0.119782462,0.186400994,0.156998263,0.033989561,0.049434908,0.113157274,0.003248802,0.000173114
114,stego_1010.png,0.283228931,0.26260991,0.1379843,0.227941047,0.07858402,0.195735503,0.040043474,0.016368912,0.003594785
115,stego_10100.png,0.153100254,0.101870906,0.107056849,0.120676003,0.028199691,0.02490603,0.098216147,0.000427497,3.18E-06
116,stego_10101.png,0.09681436,0.10397578,0.029016883,0.076602341,0.041365485,0.022692523,0.055161574,0.00054745,0.002010484
117,stego_10102.png,0.112861749,0.20731778,0.174686106,0.164955212,0.047973984,0.090694654,0.08166735,0.00421918,0.000336086
118,stego_10103.png,0.112931394,0.148038528,0.035521049,0.098830324,0.057568879,0.036458013,0.064732322,1.37E-06,0.001243809
119,stego_10104.png,0.179322779,0.085727228,0.147064706,0.137371571,0.04754471,0.069234696,0.073205216,0.001396634,0.00071796
120,stego_10105.png,0.149118669,0.168267914,0.111533596,0.142973393,0.028862069,0.033201811,0.113541361,0.001846712,0.000183368
121,stego_10106.png,0.13408076,0.102056327,0.109865094,0.115334061,0.016698002,0.014101317,0.102680677,0.000235133,7.19E-06
122,stego_10107.png,0.106158413,0.098415135,0.141517336,0.115363628,0.022978293,0.027971111,0.089907325,0.000236041,0.000101862
