,image_name,Red,Green,Blue,Total
95,stego_10083.png,0.103270717,0.206456865,0.148032263,0.152586615
96,stego_10084.png,0.170210334,0.19692177,0.150804963,0.172645689
97,stego_10085.png,0.271994234,0.302259581,0.273483827,0.282579214
98,stego_10086.png,0.248588955,0.30964084,0.252960579,0.270396791
99,stego_10087.png,0.132156864,0.220810871,0.145905538,0.166291091
100,stego_10088.png,0.220427838,0.249363342,0.230977025,0.233589402
101,stego_10089.png,0.205207985,0.204183587,0.168549727,0.1926471
102,stego_1009.png,0.187006763,0.267316894,0.196597286,0.216973648
103,stego_10090.png,0.277523452,0.243166522,0.193778469,0.238156148
104,stego_10091.png,0.216284842,0.178782059,0.177275918,0.19078094
105,stego_10092.png,0.110816035,0.098740384,0.126785831,0.112114083
106,stego_10093.png,0.212188395,0.116035992,0.076370307,0.134864898
107,stego_10094.png,0.126045105,0.14586749,0.158592246,0.143501614
108,stego_10095.png,0.262164782,0.226115249,0.2280398,0.238773277
109,stego_10096.png,0.351294934,0.266281251,0.191036033,0.269537406
110,stego_10097.png,0.193656797,0.191584837,0.193308035,0.19284989
111,stego_10098.png,0.223717913,0.160343438,0.109807218,0.164622856
112,stego_10099.png,0.109968535,0.213498223,0.035110189,0.119525649
113,stego_101.png,0.273706116,0.154637994,0.27926145,0.23586852
114,stego_1010.png,0.191920019,0.193990198,0.173349091,0.186419769
115,stego_10100.png,0.205210977,0.180889993,0.263316064,0.216472345
116,stego_10101.png,0.093384555,0.096748893,0.116139925,0.102091125
117,stego_10102.png,0.162483158,0.192563766,0.201702895,0.185583273
118,stego_10103.png,0.223422107,0.106573657,0.099311578,0.143102447
119,stego_10104.png,0.191834345,0.097663131,0.176731463,0.155409646
120,stego_10105.png,0.261051412,0.25456759,0.215957548,0.24385885
121,stego_10106.png,0.217068344,0.126168386,0.222563349,0.188600026
122,stego_10107.png,0.180822864,0.168851233,0.154783347,0.168152481
123,stego_10108.png,0.366140959,0.272158406,0.276881835,0.3050604
124,stego_10109.png,0.083939598,0.173627376,0.0530607,0.103542558
125,stego_1011.png,0.34723872,0.278104632,0.256411209,0.293918187
126,stego_10110.png,0.201659001,0.206418694,0.171674859,0.193250851
127,stego_10111.png,0.042128399,0.135081749,0.031624194,0.069611447
128,stego_10112.png,0.197883459,0.187506967,0.18772196,0.191037462
129,stego_10113.png,0.126763645,0.200253536,0.148199623,0.158405602
130,stego_10114.png,0.187376958,0.163802496,0.252917101,0.201365518
131,stego_10115.png,0.234559326,0.191877251,0.248171512,0.224869363
132,stego_10116.png,0.226643809,0.248091564,0.222432399,0.232389257
133,stego_10117.png,0.317892846,0.20794435,0.216740691,0.247525962
134,stego_10118.png,0.184423207,0.194130814,0.18764496,0.188732994
135,stego_10119.png,0.226939625,0.230913627,0.162643203,0.206832152
136,stego_1012.png,0.345909111,0.32287773,0.285571084,0.318119308
137,stego_10120.png,0.117234833,0.080638964,0.054029621,0.083967806
138,stego_10121.png,0.246944638,0.263047677,0.288883752,0.266292022
139,stego_10122.png,0.11849078,0.143312373,0.166077118,0.142626757
140,stego_10123.png,0.237522672,0.234865929,0.261236523,0.244541708
141,stego_10124.png,0.151950382,0.176696364,0.164156281,0.164267676
142,stego_10125.png,0.179423412,0.144298853,0.158856837,0.160859701
143,stego_10126.png,0.132325278,0.149369764,0.162869941,0.148188327
144,stego_10127.png,0.13868348,0.249389929,0.103726968,0.163933459
145,stego_10128.png,0.239102408,0.326647569,0.112142445,0.225964141
146,stego_10129.png,0.177487984,0.244334243,0.157988779,0.193270335
147,stego_1013.png,0.071997999,0.158781571,0.261838612,0.16420606
148,stego_10130.png,0.35485993,0.264021756,0.272757107,0.297212931
149,stego_10131.png,0.114046029,0.082757009,0.118950673,0.105251237
150,stego_10132.png,0.237268354,0.078576547,0.189618179,0.168487694
151,stego_10133.png,0.220644034,0.121464133,0.164240636,0.168782934
152,stego_10134.png,0.151641915,0.160956017,0.170622137,0.161073357
153,stego_10135.png,0.158956942,0.218081333,0.224010765,0.20034968
154,stego_10136.png,0.225880069,0.251564033,0.225420093,0.234288065
155,stego_10137.png,0.274548913,0.21187918,0.183771304,0.223399799
156,stego_10138.png,0.177675576,0.118932726,0.167715535,0.154774612
157,stego_10139.png,0.189038715,0.307677677,0.114803512,0.203839968
158,stego_1014.png,0.215170876,0.119708447,0.137987361,0.157622228
159,stego_10140.png,0.338407391,0.227195375,0.247137372,0.27091338
160,stego_10141.png,0.232529639,0.21690559,0.159212132,0.202882454
161,stego_10142.png,0.068886602,0.167896963,0.244126315,0.160303293
162,stego_10143.png,0.213685067,0.214990811,0.196024089,0.208233322
163,stego_10144.png,0.228969845,0.159159619,0.2842056,0.224111688
164,stego_10145.png,0.247524542,0.2081603,0.225535347,0.227073396
165,stego_10146.png,0.164801408,0.177866529,0.150042025,0.164236654
166,stego_10147.png,0.254081385,0.208474541,0.32439519,0.262317039
167,stego_10148.png,0.170203862,0.172031927,0.173985573,0.172073787
168,stego_10149.png,0.04122499,0.130686788,0.104510208,0.092140662
169,stego_1015.png,0.128364297,0.200229296,0.286336563,0.204976718
170,stego_10150.png,0.446905189,0.314257622,0.320537521,0.360566777
171,stego_10151.png,0.213851736,0.1241113,0.230832912,0.189598649
172,stego_10152.png,0.02428672,0.024068339,0.093387885,0.047247648
173,stego_10153.png,0.15205843,0.213896113,0.198921004,0.188291849
174,stego_10154.png,0.251550714,0.194197355,0.195393547,0.213713872
175,stego_10155.png,0.242261504,0.018974223,0.252731775,0.171322501
176,stego_10156.png,0.127177481,0.139505308,0.153556338,0.140079709
177,stego_10157.png,0.202046992,0.161446737,0.171994462,0.178496064
178,stego_10158.png,0.198130122,0.131151497,0.208216864,0.179166161
179,stego_10159.png,0.201928325,0.206496836,0.197140903,0.201855354
180,stego_1016.png,0.176940802,0.203919382,0.160340952,0.180400379
181,stego_10160.png,0.142087595,0.302314669,0.195101378,0.213167881
182,stego_10161.png,0.262466261,0.178449626,0.143843024,0.194919637
183,stego_10162.png,0.25461531,0.17397673,0.199599973,0.209397338
184,stego_10163.png,0.139955425,0.131421933,0.147187262,0.13952154
185,stego_10164.png,0.143862366,0.18955674,0.185123861,0.172847656
186,stego_10165.png,0.299948131,0.31299677,0.371127657,0.328024186
187,stego_10166.png,0.152586519,0.207263629,0.170241682,0.176697277
188,stego_10167.png,0.264997829,0.223694245,0.201558208,0.230083428
189,stego_10168.png,0.226309164,0.228213017,0.259735819,0.238086
190,stego_10169.png,0.243921423,0.156269721,0.196179392,0.198790178
191,stego_1017.png,0.382406088,0.442505884,0.320967453,0.381959808
192,stego_10170.png,0.148551865,0.160937483,0.078458882,0.129316077
193,stego_10171.png,0.336716477,0.282701117,0.3102602,0.309892598
194,stego_10172.png,0.210592113,0.243680717,0.252250395,0.235507742
195,stego_10173.png,0.179954137,0.19016236,0.15661857,0.175578356
196,stego_10174.png,0.177716439,0.161564084,0.167483303,0.168921275
197,stego_10175.png,0.19213004,0.229750289,0.243335749,0.221738693
198,stego_10176.png,0.160674609,0.129670324,0.166455479,0.152266804
199,stego_10177.png,0.273879003,0.282184601,0.306134643,0.287399416
200,stego_10178.png,0.162783425,0.134599801,0.136245966,0.144543064
201,stego_10179.png,0.155837939,0.252518172,0.207130725,0.205162279
202,stego_1018.png,0.20581397,0.156949263,0.169928038,0.177563757
203,stego_10180.png,0.24958909,0.178224999,0.213117098,0.213643729
204,stego_10181.png,0.206053508,0.250228569,0.210763612,0.222348563
205,stego_10182.png,0.139750918,0.252870986,0.117379363,0.170000422
206,stego_10183.png,0.235348739,0.180109001,0.201449593,0.205635777
207,stego_10184.png,0.271778961,0.057671783,0.126162141,0.151870962
208,stego_10185.png,0.230467537,0.169371277,0.299104516,0.23298111
209,stego_10186.png,0.198936754,0.198598421,0.201058606,0.199531261
210,stego_10187.png,0.155755845,0.214191206,0.226007469,0.198651507
211,stego_10188.png,0.259439136,0.178850632,0.260024143,0.232771304
212,stego_10189.png,0.278309296,0.407584585,0.252909819,0.312934566
213,stego_1019.png,0.287157742,0.30494335,0.178978722,0.257026605
214,stego_10190.png,0.181368404,0.172423459,0.194287496,0.18269312
215,stego_10191.png,0.13215787,0.121156285,0.127937282,0.127083812
216,stego_10192.png,0.143645447,0.221788407,0.073709461,0.146381105
217,stego_10193.png,0.229710214,0.130884341,0.183458855,0.181351137
218,stego_10194.png,0.30819351,0.244603943,0.29158789,0.281461781
219,stego_10195.png,0.351903332,0.38144465,0.494543819,0.409297267
220,stego_10196.png,0.271629665,0.246320303,0.221608913,0.246519627
221,stego_10197.png,0.190412993,0.154825348,0.172912799,0.172717047
222,stego_10198.png,0.454633387,0.274036653,0.089420133,0.272696724
223,stego_10199.png,0.171713627,0.325902146,0.270106573,0.255907448
224,stego_102.png,0.128661307,0.128587651,0.101269688,0.119506215
225,stego_1020.png,0.217169325,0.1640029,0.215191634,0.198787953
226,stego_10200.png,0.199296161,0.176170688,0.186083969,0.187183606
227,stego_10201.png,0.284028573,0.353257192,0.240171774,0.292485847
228,stego_10202.png,0.120187255,0.125709924,0.352902428,0.199599869
229,stego_10203.png,0.123761434,0.189747142,0.145195982,0.152901519
230,stego_10204.png,0.21161893,0.16032424,0.149237178,0.173726783
231,stego_10205.png,0.22436822,0.200019244,0.165220627,0.196536031
232,stego_10206.png,0.208527856,0.198111078,0.198489037,0.201709324
233,stego_10207.png,0.156395447,0.299768822,0.158359514,0.204841261
234,stego_10208.png,0.278387578,0.246340939,0.147237962,0.223988827
235,stego_10209.png,0.142181929,0.246218807,0.229681436,0.20602739
236,stego_1021.png,0.216472359,0.208482595,0.247875631,0.224276862
237,stego_10210.png,0.255309295,0.247852802,0.14484973,0.216003942
238,stego_10211.png,0.242614735,0.149413329,0.218738486,0.20358885
239,stego_10212.png,0.227036544,0.187730549,0.173564259,0.196110451
240,stego_10213.png,0.231748659,0.298992762,0.295606864,0.275449429
241,stego_10214.png,0.287021759,0.233888461,0.260141178,0.260350466
242,stego_10215.png,0.157943646,0.275299955,0.179384899,0.2042095
243,stego_10216.png,0.087070958,0.222814836,0.032288032,0.114057942
244,stego_10217.png,0.122399625,0.163505485,0.216696175,0.167533762
245,stego_10218.png,0.173654289,0.189075958,0.177449615,0.180059954
246,stego_10219.png,0.149155693,0.162967049,0.173791353,0.161971365
247,stego_1022.png,0.111821497,0.161547001,0.133184447,0.135517649
248,stego_10220.png,0.162152969,0.29756275,0.270240884,0.243318868
249,stego_10221.png,0.214035349,0.169883399,0.160577902,0.181498883
250,stego_10222.png,0.213820622,0.153172842,0.193900364,0.186964609
251,stego_10223.png,0.288875419,0.296808293,0.277609597,0.287764436
252,stego_10224.png,0.242410135,0.262074583,0.233776604,0.246087108
253,stego_10225.png,0.189295401,0.18275317,0.16955412,0.18053423
254,stego_10226.png,0.146570212,0.122019473,0.24328051,0.170623399
255,stego_10227.png,0.258875693,0.164750626,0.259575854,0.227734058
256,stego_10228.png,0.132845316,0.164809529,0.169041383,0.15556541
257,stego_10229.png,0.137577495,0.165771009,0.147869665,0.150406056
258,stego_1023.png,0.215701911,0.116561536,0.246702786,0.192988744
259,stego_10230.png,0.206090499,0.142806869,0.186794137,0.178563835
260,stego_10231.png,0.150902899,0.217729447,0.264943174,0.21119184
261,stego_10232.png,0.19983006,0.487231744,0.453292087,0.380117964
262,stego_10233.png,0.110724303,0.038508314,0.02846716,0.059233259
263,stego_10234.png,0.23079414,0.216356275,0.2284241,0.225191505
264,stego_10235.png,0.165303385,0.170272129,0.147476322,0.161017279
265,stego_10236.png,0.202281929,0.177392974,0.091604905,0.157093269
266,stego_10237.png,0.14309798,0.189627724,0.258872092,0.197199265
267,stego_10238.png,0.331862023,0.411503353,0.139733235,0.294366204
268,stego_10239.png,0.28400488,0.21103907,0.218170843,0.237738264
269,stego_1024.png,0.211269366,0.263860662,0.192906671,0.2226789
270,stego_10240.png,0.247133643,0.393359502,0.337727909,0.326073685
271,stego_10241.png,0.149189133,0.130848587,0.173679801,0.151239174
272,stego_10242.png,0.363730816,0.01475402,0.19048516,0.189656665
273,stego_10243.png,0.251048659,0.329677836,0.206178726,0.26230174
274,stego_10244.png,0.274805376,0.266988323,0.321355967,0.287716555
275,stego_10245.png,0.139659323,0.151243694,0.163469073,0.151457363
276,stego_10246.png,0.079189107,0.106005488,0.213974413,0.133056336
277,stego_10247.png,0.182061531,0.116651319,0.196470535,0.165061128
278,stego_10248.png,0.166962553,0.274663624,0.19713514,0.212920439
279,stego_10249.png,0.220414112,0.141068728,0.150398817,0.170627219
280,stego_1025.png,0.220734057,0.193916205,0.231661909,0.21543739
281,stego_10250.png,0.068739325,0.166906069,0.185531449,0.140392281
282,stego_10251.png,0.116472289,0.212343249,0.129042512,0.15261935
283,stego_10252.png,0.220198547,0.252774237,0.21796591,0.230312898
284,stego_10253.png,0.216754852,0.416858011,0.257313235,0.296975366
285,stego_10254.png,0.228360336,0.239137367,0.22357767,0.230358458
286,stego_10255.png,0.181719984,0.12177401,0.14422616,0.149240051
287,stego_10256.png,0.33308867,0.144217324,0.229234806,0.2355136
288,stego_10257.png,0.185140793,0.152028423,0.167077775,0.16808233
289,stego_10258.png,0.35471021,0.372135127,0.315521901,0.347455746
290,stego_10259.png,0.184103049,0.142774356,0.134467799,0.153781735
291,stego_1026.png,0.199658116,0.191506621,0.208865629,0.200010122
292,stego_10260.png,0.117626656,0.158482548,0.143514792,0.139874665
293,stego_10261.png,0.194559829,0.184365291,0.170310428,0.183078516
294,stego_10262.png,0.175850269,0.108346196,0.137487002,0.140561156
295,stego_10263.png,0.199039919,0.21306475,0.217870777,0.209991815
296,stego_10264.png,0.189941641,0.095712958,0.148194128,0.144616242
297,stego_10265.png,0.186231371,0.125428432,0.148179624,0.153279809
298,stego_10266.png,0.264745662,0.095313451,0.287932893,0.215997335
299,stego_10267.png,0.261044842,0.21260933,0.227845344,0.233833172
300,stego_10268.png,0.049737938,0.128845505,0.033985006,0.07085615
301,stego_10269.png,0.393346426,0.389466147,0.001088823,0.261300465
302,stego_1027.png,0.108501602,0.141679359,0.038587382,0.096256115
303,stego_10270.png,0.167406034,0.312181019,0.337434055,0.272340369
304,stego_10271.png,0.149373423,0.139834236,0.175878097,0.155028585
305,stego_10272.png,0.379984324,0.377776225,0.413530417,0.390430322
306,stego_10273.png,0.151660289,0.252343582,0.195034981,0.199679617
307,stego_10274.png,0.346510364,0.28727373,0.217591551,0.283791882
308,stego_10275.png,0.18960206,0.191019353,0.11145496,0.164025458
309,stego_10276.png,0.159384979,0.230747593,0.159907191,0.183346588
310,stego_10277.png,0.160899145,0.16276987,0.156413928,0.160027647
311,stego_10278.png,0.044226808,0.108749152,0.078588128,0.077188029
312,stego_10279.png,0.28288088,0.212449143,0.235329772,0.243553265
313,stego_1028.png,0.23916072,0.26577184,0.198093718,0.234342093
314,stego_10280.png,0.152455489,0.180156673,0.16968765,0.167433271
315,stego_10281.png,0.270937575,0.255351981,0.24670022,0.257663258
316,stego_10282.png,0.364259038,0.263791895,0.249055979,0.292368971
317,stego_10283.png,0.227064513,0.220803176,0.208132317,0.218666669
318,stego_10284.png,0.368617618,0.063071778,0.24476618,0.225485192
319,stego_10285.png,0.295010211,0.215358415,0.225228924,0.245199183
320,stego_10286.png,0.301949297,0.458932978,0.19319536,0.318025878
321,stego_10287.png,0.202810192,0.220330748,0.199799872,0.207646937
322,stego_10288.png,0.173237777,0.343034654,0.124984044,0.213752158
323,stego_10289.png,0.404933483,0.361136288,0.363894167,0.376654646
324,stego_1029.png,0.267382983,0.195348721,0.002076595,0.1549361
325,stego_10290.png,0.166939793,0.169771438,0.23843297,0.191714733
326,stego_10291.png,0.267328738,0.220438021,0.223039406,0.236935388
327,stego_10292.png,0.265609218,0.205019379,0.253362637,0.241330411
328,stego_10293.png,0.158554171,0.283419023,0.313040327,0.251671173
329,stego_10294.png,0.274749096,0.315507173,0.333080649,0.307778973
330,stego_10295.png,0.200053856,0.125909516,0.118398257,0.148120543
331,stego_10296.png,0.259538732,0.191079474,0.112558652,0.187725619
332,stego_10297.png,0.392787485,0.354830193,0.42853354,0.392050406
333,stego_10298.png,0.184823762,0.269030826,0.177884199,0.210579595
334,stego_10299.png,0.060220934,0.169069732,0.177917521,0.135736062
335,stego_103.png,0.164610777,0.192121724,0.150249459,0.168993987
336,stego_1030.png,0.300973297,0.368773025,0.348174497,0.339306939
337,stego_10300.png,0.19915971,0.205226365,0.241525852,0.215303976
338,stego_10301.png,0.194114607,0.18663916,0.168495839,0.183083202
339,stego_10302.png,0.09883941,0.132228504,0.081883539,0.104317151
340,stego_10303.png,0.311994462,0.323167742,0.218301888,0.284488031
341,stego_10304.png,0.115578448,0.115315712,0.105825612,0.112239924
342,stego_10305.png,0.139199607,0.133584527,0.130016725,0.134266953
343,stego_10306.png,0.193704098,0.168388018,0.110841781,0.157644632
344,stego_10307.png,0.202118725,0.191622872,0.216437845,0.203393147
345,stego_10308.png,0.251717594,0.185617641,0.196355865,0.211230367
346,stego_10309.png,0.153003393,0.196875994,0.207583926,0.185821104
347,stego_1031.png,0.131628783,0.147512268,0.120465655,0.133202235
348,stego_10310.png,0.180461862,0.177987657,0.1947624,0.184403973
349,stego_10311.png,0.227169858,0.241331858,0.161389713,0.20996381
350,stego_10312.png,0.157149881,0.083917139,0.120106029,0.120391016
351,stego_10313.png,0.237167479,0.210778884,0.223801422,0.223915928
352,stego_10314.png,0.143233652,0.19278363,0.104487869,0.14683505
353,stego_10315.png,0.270282771,0.228440274,0.15199062,0.216904555
354,stego_10316.png,0.185088357,0.273399326,0.169790122,0.209425935
355,stego_10317.png,0.219996079,0.19638359,0.139157042,0.185178904
356,stego_10318.png,0.163518524,0.150599174,0.154544043,0.15622058
357,stego_10319.png,0.091575159,0.189007669,0.344974526,0.208519118
358,stego_1032.png,0.214811961,0.177617735,0.170325725,0.18758514
359,stego_10320.png,0.163249734,0.175166601,0.205334905,0.181250414
360,stego_10321.png,0.18814233,0.212721261,0.18719835,0.196020647
361,stego_10322.png,0.230916289,0.213312616,0.249971081,0.231399996
362,stego_10323.png,0.266265622,0.193406883,0.246393829,0.235355445
363,stego_10324.png,0.174209206,0.195133378,0.177195442,0.182179342
364,stego_10325.png,0.251326903,0.317710977,0.293522288,0.287520056
365,stego_10326.png,0.17574288,0.16109245,0.149440707,0.162092012
366,stego_10327.png,0.307105149,0.166563308,0.214397657,0.229355372
367,stego_10328.png,0.172021217,0.178391823,0.15138754,0.16726686
368,stego_10329.png,0.241732417,0.19270785,0.130250726,0.188230331
369,stego_1033.png,0.194802686,0.138523301,0.150408518,0.161244835
370,stego_10330.png,0.259267871,0.200731866,0.036285669,0.165428469
371,stego_10331.png,0.195509105,0.235544914,0.210194915,0.213749644
372,stego_10332.png,0.210251781,0.081468413,0.176293771,0.156004655
373,stego_10333.png,0.164637957,0.185707867,0.220394045,0.190246623
374,stego_10334.png,0.271908654,0.135400733,0.136933963,0.18141445
375,stego_10335.png,0.24456993,0.314700033,0.284774763,0.281348242
376,stego_10336.png,0.15531127,0.198952317,0.230453582,0.194905723
377,stego_10337.png,0.302238977,0.297129846,0.239335173,0.279567999
378,stego_10338.png,0.268623403,0.311890318,0.190055473,0.256856398
379,stego_10339.png,0.522263241,0.5039675,0.389295315,0.471842019
380,stego_1034.png,0.184759809,0.232207944,0.141716234,0.186227996
381,stego_10340.png,0.074697398,0.158618657,0.204788179,0.146034745
382,stego_10341.png,0.058416354,0.154083257,0.174675097,0.129058236
383,stego_10342.png,0.28918547,0.247260564,0.256439228,0.264295087
384,stego_10343.png,0.142673417,0.134873188,0.122372486,0.133306364
385,stego_10344.png,0.235247705,0.072493321,0.15587041,0.154537145
386,stego_10345.png,0.343018498,0.40384237,0.255517625,0.334126165
387,stego_10346.png,0.212542159,0.121667267,0.169283825,0.167831084
388,stego_10347.png,0.084927657,0.167009094,0.252983204,0.168306651
389,stego_10348.png,0.309736668,0.21262206,0.207737374,0.243365368
390,stego_10349.png,0.127455407,0.163830755,0.141266811,0.144184324
391,stego_1035.png,0.147324316,0.177661942,0.128668891,0.151218383
392,stego_10350.png,0.237390428,0.285976557,0.243237625,0.25553487
393,stego_10351.png,0.027430268,0.067545287,0.079216544,0.058064033
394,stego_10352.png,0.207211454,0.101837688,0.257890147,0.188979763
395,stego_10353.png,0.076608665,0.012190044,0.263318818,0.117372509
396,stego_10354.png,0.20220759,0.216970748,0.198720816,0.205966384
397,stego_10355.png,0.234282167,0.12626515,0.045841376,0.135462898
398,stego_10356.png,0.204187021,0.175091729,0.15648873,0.17858916
399,stego_10357.png,0.187269273,0.116489056,0.220398633,0.174718987
400,stego_10358.png,0.322856856,0.316225581,0.413288388,0.350790275
401,stego_10359.png,0.166028186,0.157119201,0.309480309,0.210875899
402,stego_1036.png,0.165539955,0.230168371,0.237832488,0.211180271
403,stego_10360.png,0.061562087,0.179760623,0.1727391,0.138020603
404,stego_10361.png,0.343786959,0.284729828,0.31000488,0.312840556
405,stego_10362.png,0.200515458,0.131837425,0.246126744,0.192826542
406,stego_10363.png,0.285179675,0.186855797,0.257321278,0.243118917
407,stego_10364.png,0.272825058,0.262653928,0.269081481,0.268186822
408,stego_10365.png,0.194593526,0.225132647,0.189582565,0.203102912
409,stego_10366.png,0.359517761,0.462498474,0.385599381,0.402538539
