,image_name,red,green,blue,ml det,ml0,ml,MSE (ml det),MSE (ml),stdev,STDEV
0,stego_1.png,0.317402962,0.337977518,0.345495503,0.333625327,0.093521331,0.264875506,0.017855728,0.004208831,0.014543173,0.091005509
1,stego_10.png,0.070364257,0.258021985,0.256330442,0.194905561,0.097983605,0.107450327,2.60E-05,0.008565442,0.107859249,
2,stego_100.png,0.050770505,0.168616103,0.083286014,0.100890874,0.069233168,0.034012499,0.009822619,0.02755185,0.060863327,
3,stego_1000.png,0.201734741,0.379859406,0.306070815,0.295888321,0.182965941,0.138210125,0.00919457,0.003817989,0.089497829,
4,stego_10000.png,0.424935414,0.438928936,0.341031785,0.401632045,0.277294383,0.172044688,0.040655482,0.000781499,0.052945711,
5,stego_10001.png,0.249573696,0.111197149,0.225709111,0.195493319,0.075863068,0.129450785,2.03E-05,0.004977192,0.073971365,
6,stego_10002.png,0.176534408,0.208298889,0.195172345,0.193335214,0.02075285,0.176239843,4.44E-05,0.000564545,0.015961731,
7,stego_10003.png,0.255907815,0.135407859,0.248378567,0.213231414,0.052254605,0.169852378,0.00017507,0.000908879,0.067502234,
8,stego_10004.png,0.465176272,0.245225393,0.369725135,0.360042267,0.137387433,0.258116844,0.025613527,0.003377568,0.110294677,
9,stego_10005.png,0.342901721,0.365158377,0.348750414,0.352270171,0.204188907,0.186075898,0.023186205,0.000193881,0.011538249,
10,stego_10006.png,0.165642838,0.348884943,0.297191823,0.270573202,0.108593545,0.181712457,0.004980577,0.000334434,0.094476614,
11,stego_10007.png,0.164920732,0.17835515,0.185297458,0.176191114,0.004181286,0.17273207,0.000566863,0.00074354,0.010359297,
12,stego_10008.png,0.135335811,0.15603421,0.109978484,0.133782835,0.017756885,0.118123455,0.004384713,0.006703769,0.023067104,
13,stego_10009.png,0.207911985,0.301818235,0.177950237,0.229226819,0.0579939,0.181774745,0.000854207,0.00033216,0.064626325,
14,stego_1001.png,0.194687858,0.194962101,0.18664103,0.192096996,0.021006318,0.17476178,6.25E-05,0.000636968,0.004726995,
15,stego_10010.png,0.309344308,0.332105251,0.348144105,0.329864555,0.02147101,0.315160356,0.016864803,0.013261908,0.019496707,
16,stego_10011.png,0.338991798,0.241409043,0.366897873,0.315766238,0.02992038,0.294662265,0.013401822,0.008960944,0.065889541,
17,stego_10012.png,0.268910953,0.34449988,0.309340049,0.307583627,0.0232161,0.291126346,0.011574237,0.008304011,0.037825061,
18,stego_10013.png,0.302590957,0.291567528,0.366221735,0.32012674,0.117483514,0.229619762,0.014430434,0.00087733,0.040298144,
19,stego_10014.png,0.301946781,0.206027238,0.264946023,0.257640014,0.026517879,0.237417955,0.003322371,0.001400103,0.048375335,
20,stego_10015.png,0.231338681,0.237274127,0.248226384,0.238946397,0.013772953,0.228318058,0.001516822,0.000801912,0.008567146,
21,stego_10016.png,0.253920738,0.332967537,0.143291094,0.243393123,0.050815607,0.20288736,0.001882963,8.34E-06,0.095275449,
22,stego_10017.png,0.345723734,0.257722432,0.27233948,0.291928548,0.060617619,0.246237245,0.008450858,0.002137883,0.047157778,
23,stego_10018.png,0.216798205,0.113778777,0.271103452,0.200560145,0.025376085,0.179745292,3.14E-07,0.000410253,0.079909444,
24,stego_10019.png,0.176219245,0.13393086,0.201934405,0.170694837,0.062533523,0.115376194,0.000858793,0.007161189,0.034336713,
25,stego_1002.png,0.172362735,0.180018342,0.177962804,0.176781293,0.005629139,0.172121048,0.000539108,0.000777236,0.003962203,
26,stego_10020.png,0.247904627,0.258885261,0.221193696,0.242661195,0.02125438,0.226214871,0.001819978,0.000687219,0.019385141,
27,stego_10021.png,0.146117306,0.244821779,0.26836929,0.219769458,0.047247636,0.181077296,0.000390831,0.000358069,0.064862169,
28,stego_10022.png,0.276074619,0.336535948,0.184373381,0.265661316,0.047498284,0.229042141,0.004311408,0.000843446,0.076613898,
29,stego_10023.png,0.5325989,0.547368547,0.435422479,0.505129976,0.087780577,0.45750988,0.093104302,0.066311338,0.060818475,
30,stego_10024.png,0.318055466,0.27599882,0.351350524,0.315134937,0.064898403,0.267603578,0.013256054,0.004570244,0.037760653,
31,stego_10025.png,0.189040501,0.235075755,0.038785445,0.154300567,0.113900381,0.045593278,0.002088438,0.023841436,0.102652904,
32,stego_10026.png,0.4,0.372603229,0.402965426,0.391856218,0.022512108,0.377850318,0.036808809,0.031630735,0.016739374,
33,stego_10027.png,0.308415597,0.245906366,0.237818291,0.264046751,0.041551361,0.232141172,0.004101986,0.001033055,0.038636771,
34,stego_10028.png,0.565892648,0.569194994,0.56543891,0.566842184,0.025199736,0.555644544,0.134573188,0.126483041,0.002050184,
35,stego_10029.png,0.140252938,0.224088132,0.15602481,0.173455293,0.0201385,0.15646782,0.000704621,0.001895051,0.044552792,
36,stego_1003.png,0.308152881,0.354925673,0.291569123,0.318215892,0.036387965,0.292470327,0.013974997,0.008550761,0.032855156,
37,stego_10030.png,0.113841414,0.153739751,0.155871842,0.141151003,0.019452534,0.124112777,0.003463204,0.005758871,0.023674811,
38,stego_10031.png,0.293634033,0.256203388,0.189243142,0.246360188,0.112186328,0.1511284,0.002149267,0.002388433,0.052886964,
39,stego_10032.png,0.360252654,0.27327326,0.217413723,0.283646546,0.190039473,0.115569919,0.006996745,0.007128439,0.071982247,
40,stego_10033.png,0.18763909,0.167286824,0.230171757,0.195032557,0.043907838,0.158065012,2.47E-05,0.001758543,0.032087789,
41,stego_10034.png,0.162378756,0.178657517,0.135857616,0.15896463,0.008212614,0.152000336,0.001683902,0.002303968,0.021603242,
42,stego_10035.png,0.27717218,0.219703687,0.198813088,0.231896318,0.045085582,0.195630868,0.001017375,1.91E-05,0.040577482,
43,stego_10036.png,0.231186268,0.123433135,0.163866668,0.17282869,0.033583007,0.144084473,0.00073828,0.003126546,0.054432736,
44,stego_10037.png,0.10075168,0.195734609,0.146568309,0.147684866,0.070152501,0.083381807,0.002736873,0.013599803,0.047501308,
45,stego_10038.png,0.239438929,0.217492166,0.214534238,0.223821778,0.033649479,0.196794325,0.000567477,1.03E-05,0.013605473,
46,stego_10039.png,0.345140618,0.342874963,0.337276146,0.341763909,0.04513129,0.310652779,0.020097006,0.012244038,0.004048248,
47,stego_1004.png,0.364583482,0.402570666,0.35294444,0.373366196,0.042310515,0.345681649,0.030055838,0.021223143,0.0259527,
48,stego_10040.png,0.197206852,0.17465618,0.193390647,0.188417893,0.018222894,0.173354011,0.000134145,0.000710009,0.012069773,
49,stego_10041.png,0.259087189,0.104633535,0.212065762,0.191928829,0.081953624,0.119792646,6.51E-05,0.00643322,0.079171364,
50,stego_10042.png,0.289376153,0.334725523,0.320293116,0.314798264,0.018485216,0.301893616,0.013178641,0.010382309,0.023168651,
51,stego_10043.png,0.422896572,0.351398182,0.39715929,0.390484681,0.222401078,0.216157197,0.036284414,0.000261055,0.036213502,
52,stego_10044.png,0.179427581,0.078841372,0.2409268,0.166398584,0.072125863,0.101600764,0.001129055,0.00968241,0.081824431,
53,stego_10045.png,0.125236303,0.212207118,0.331321543,0.222921655,0.088759668,0.14723008,0.000525402,0.002784664,0.103459569,
54,stego_10046.png,0.237968044,0.33474726,0.363755417,0.312156907,0.241017457,0.093730021,0.012579172,0.011293308,0.065866219,
55,stego_10047.png,0.239888521,0.22834441,0.19983157,0.222688167,0.019991854,0.206831253,0.000514753,4.67E-05,0.020618793,
56,stego_10048.png,0.17753781,0.221499286,0.11269871,0.170578602,0.037019425,0.138693532,0.000865619,0.003758483,0.054733119,
57,stego_10049.png,0.263036066,0.319255199,0.294308705,0.29219999,0.067379704,0.241063043,0.008500838,0.001686173,0.028168826,
58,stego_1005.png,0.325117646,0.502342679,0.400049186,0.409169837,0.041785224,0.383405289,0.043752021,0.0336375,0.088963857,
59,stego_10050.png,0.056241171,0.06105868,0.15403762,0.090445824,0.043143775,0.049434855,0.012002118,0.022669863,0.055124763,
60,stego_10051.png,0.128730036,0.181866852,0.137091872,0.149229587,0.018262786,0.133403113,0.002577635,0.004435145,0.028572249,
61,stego_10052.png,0.178763255,0.275969402,0.321529657,0.258754105,0.133378922,0.144671283,0.003452045,0.003061267,0.072923496,
62,stego_10053.png,0.244166062,0.301095792,0.393622956,0.312961603,0.186405011,0.155552325,0.012760324,0.001975596,0.075431684,
63,stego_10054.png,0.094037238,0.207662261,0.157106289,0.152935262,0.027368785,0.129099782,0.00221509,0.005026841,0.05692723,
64,stego_10055.png,0.161614867,0.212522887,0.130425881,0.168187879,0.057461699,0.117476584,0.001012011,0.006810114,0.041441319,
65,stego_10056.png,0.172479913,0.194993093,0.156008431,0.174493813,0.010836252,0.165450423,0.000650566,0.001193673,0.019570202,
66,stego_10057.png,0.272027563,0.092929475,0.112139645,0.159032228,0.101630735,0.06389521,0.001678358,0.018524514,0.098327092,
67,stego_10058.png,0.23311694,0.386609253,0.422148257,0.347291483,0.07734882,0.292572826,0.021694781,0.008569728,0.100462057,
68,stego_10059.png,0.137789162,0.218445439,0.203967355,0.186733986,0.004095645,0.183389439,0.000175987,0.000275911,0.043001169,
69,stego_1006.png,0.425818396,0.428693749,0.436683043,0.430398396,0.099010507,0.367804388,0.053083421,0.028158313,0.005629343,
70,stego_10060.png,0.377542702,0.416241157,0.343619438,0.379134432,0.067252258,0.334369262,0.032089145,0.018055099,0.036337016,
71,stego_10061.png,0.140581473,0.145259595,0.17849444,0.154778503,0.026647275,0.131639049,0.002044984,0.00467322,0.020671368,
72,stego_10062.png,0.171900519,0.151346773,0.236780749,0.186676013,0.050910231,0.14304841,0.000177529,0.003243484,0.044592348,
73,stego_10063.png,0.158952773,0.197104579,0.116289851,0.157449067,0.032197226,0.129418767,0.001810582,0.00498171,0.040428343,
74,stego_10064.png,0.316630976,0.26765475,0.325843054,0.30337626,0.050482012,0.266339607,0.010686651,0.004400944,0.031276753,
75,stego_10065.png,0.297277335,0.299525583,0.337374612,0.31139251,0.187580106,0.152399523,0.012408291,0.002265805,0.022529223,
76,stego_10066.png,0.301850756,0.302701021,0.306647022,0.303732933,0.024493838,0.286250468,0.010760521,0.007439143,0.002559233,
77,stego_10067.png,0.16937687,0.161678144,0.195247586,0.1754342,0.08502576,0.09880982,0.000603479,0.010239453,0.017585372,
78,stego_10068.png,0.247164576,0.24255974,0.187886693,0.225870336,0.148439618,0.090928042,0.000669274,0.011896692,0.032975279,
79,stego_10069.png,0.330822238,0.310378221,0.318427459,0.319875973,0.034911742,0.295272716,0.014370249,0.00907689,0.010298694,
80,stego_1007.png,0.417640811,0.445896325,0.452685245,0.438740794,0.01368472,0.430953553,0.056997167,0.053339543,0.018585729,
81,stego_10070.png,0.226846117,0.211912532,0.213280842,0.217346497,0.010543419,0.209006723,0.000300901,8.11E-05,0.008255311,
82,stego_10071.png,0.324562572,0.338716821,0.304752421,0.322677271,0.009281364,0.316331899,0.015049713,0.013533111,0.017060507,
83,stego_10072.png,0.234658199,0.203386682,0.287075285,0.241706722,0.04284967,0.207759477,0.001739451,6.02E-05,0.042287195,
84,stego_10073.png,0.160574275,0.178601175,0.142645544,0.160606998,0.007277602,0.154453447,0.001551809,0.002074489,0.017977838,
85,stego_10074.png,0.197494239,0.145942845,0.289793662,0.211076915,0.068539453,0.153025765,0.000122698,0.002206579,0.072880939,
86,stego_10075.png,0.222910761,0.207164564,0.198724149,0.209599824,0.01012436,0.201515682,9.22E-05,2.30E-06,0.012275827,
87,stego_10076.png,0.19514978,0.217080228,0.217038481,0.209756163,0.05533049,0.16347058,9.52E-05,0.001334399,0.012649516,
88,stego_10077.png,0.414983294,0.377668221,0.373163976,0.388605164,0.054403324,0.353429584,0.035571908,0.023540637,0.022954877,
89,stego_10078.png,0.1076193,0.12391273,0.105372303,0.112301445,0.015596411,0.098237181,0.007691037,0.010355671,0.010118237,
90,stego_10079.png,0.350436568,0.294688198,0.396428991,0.347184586,0.062972677,0.303312296,0.021663302,0.01067343,0.050948295,
91,stego_1008.png,0.380989244,0.366852041,0.308362747,0.352068011,0.034915291,0.328626821,0.02312468,0.016544859,0.038504255,
92,stego_10080.png,0.339620226,0.288452947,0.342054474,0.323375883,0.162949379,0.191656872,0.015221608,6.96E-05,0.03026863,
93,stego_10081.png,0.306341991,0.207232987,0.379059252,0.297544743,0.078050735,0.238076016,0.009514977,0.001449783,0.086250275,
94,stego_10082.png,0.537548417,0.468443752,0.457807728,0.487933299,0.072691103,0.447792744,0.082905585,0.061401244,0.043295799,
95,stego_10083.png,0.291399632,0.238106296,0.25870028,0.262735403,0.043231535,0.229422139,0.003935731,0.000865662,0.026874832,
96,stego_10084.png,0.214773808,0.265647812,0.241803983,0.240741868,0.054939731,0.196603479,0.0016599,1.15E-05,0.025453627,
97,stego_10085.png,0.347083385,0.203132124,0.353675482,0.301296997,0.070787679,0.248069588,0.010261082,0.002310685,0.085077145,
98,stego_10086.png,0.333883214,0.402356998,0.366998458,0.367746223,0.034411792,0.345213859,0.028138795,0.021087065,0.034243016,
99,stego_10087.png,0.207305764,0.171746805,0.13132529,0.170125953,0.025476545,0.148430915,0.000892459,0.002659371,0.038016161,
100,stego_10088.png,0.273802235,0.288711268,0.276529232,0.279680912,0.032030416,0.255845328,0.006349048,0.003118701,0.00793849,
101,stego_10089.png,0.312281746,0.30420547,0.245830351,0.287439189,0.123448459,0.187086238,0.007645612,0.000166765,0.036259869,
102,stego_1009.png,0.143900227,0.248094284,0.259664264,0.217219592,0.065341266,0.162496021,0.000296514,0.001406548,0.063759415,
103,stego_10090.png,0.243816801,0.356238164,0.31831564,0.306123535,0.082479484,0.243748284,0.011262205,0.001913912,0.057193761,
