,image_name,red,green,blue,ml det,ml0,ml,MSE (ml det),MSE (ml),stdev,STDEV
0,stego_1.png,0.260887803,0.294596471,0.250337328,0.268607201,0.093521331,0.193149465,0.014067668,0.001861876,0.023117304,0.082789754
1,stego_10.png,0.044020259,0.233457615,0.195791251,0.157756375,0.097983605,0.066265725,6.02E-05,0.007011429,0.100282684,
2,stego_100.png,0.017632983,0.156426959,0.020694092,0.064918011,0.069233168,-0.004636131,0.007238945,0.023912333,0.079263852,
3,stego_1000.png,0.179162058,0.362303782,0.273363786,0.271609875,0.182965941,0.108494784,0.014788962,0.001722683,0.091583459,
4,stego_10000.png,0.45960702,0.358877503,0.338137003,0.385540508,0.277294383,0.149779001,0.055479331,4.88E-08,0.064976366,
5,stego_10001.png,0.227736723,0.053734114,0.169823855,0.150431564,0.075863068,0.080689878,1.86E-07,0.004803893,0.088607408,
6,stego_10002.png,0.16544816,0.209949141,0.146225929,0.17387441,0.02075285,0.156366613,0.000569987,4.05E-05,0.032686591,
7,stego_10003.png,0.195654645,0.079143549,0.179257037,0.151351744,0.052254605,0.104560929,1.83E-06,0.002064709,0.06306931,
8,stego_10004.png,0.374540077,0.231723428,0.303233568,0.303165691,0.137387433,0.192181594,0.023459729,0.001779287,0.071408349,
9,stego_10005.png,0.301751475,0.328496013,0.305691801,0.311979763,0.204188907,0.135447793,0.026237444,0.000211767,0.01443854,
10,stego_10006.png,0.174822789,0.307138186,0.249266996,0.243742657,0.108593545,0.151613342,0.008787686,2.60E-06,0.066330459,
11,stego_10007.png,0.142812238,0.159276954,0.153504787,0.15186466,0.004181286,0.148303473,3.48E-06,2.88E-06,0.008353995,
12,stego_10008.png,0.138188101,0.127623289,0.09901085,0.121607413,0.017756885,0.105727927,0.000806139,0.001960016,0.020269616,
13,stego_10009.png,0.151546032,0.246185181,0.126126478,0.17461923,0.0579939,0.123805281,0.000606106,0.000686163,0.063267704,
14,stego_1001.png,0.148065283,0.156820568,0.143218005,0.149367952,0.021006318,0.131115896,3.99E-07,0.000356609,0.006894211,
15,stego_10010.png,0.252103354,0.254993337,0.262698375,0.256598355,0.02147101,0.24028654,0.011363209,0.008151659,0.005476831,
16,stego_10011.png,0.283576241,0.183536034,0.298336265,0.255149513,0.02992038,0.232175925,0.01105642,0.006752883,0.062456644,
17,stego_10012.png,0.15484572,0.238822881,0.193707036,0.195791879,0.0232161,0.176677542,0.002096896,0.000711691,0.042027382,
18,stego_10013.png,0.258835206,0.267395133,0.288026342,0.271418893,0.117483514,0.174427766,0.014742548,0.000596716,0.015005785,
19,stego_10014.png,0.194076627,0.162570924,0.196419705,0.184355752,0.026517879,0.162137413,0.001180318,0.000147317,0.018902554,
20,stego_10015.png,0.157672529,0.171353748,0.181794047,0.170273441,0.013772953,0.158686064,0.000411012,7.54E-05,0.012096992,
21,stego_10016.png,0.162935611,0.266566735,0.12102423,0.183508859,0.050815607,0.139797128,0.001122844,0.000104099,0.074920619,
22,stego_10017.png,0.291770302,0.196411487,0.258407377,0.248863055,0.060617619,0.200392768,0.009773904,0.002539431,0.048390562,
23,stego_10018.png,0.159652851,0.10599811,0.219397179,0.161682713,0.025376085,0.139855616,0.000136486,0.000102909,0.056726779,
24,stego_10019.png,0.148385652,0.131535792,0.173407951,0.151109798,0.062533523,0.094484739,1.23E-06,0.003081944,0.021068582,
25,stego_1002.png,0.13152264,0.141605818,0.13555868,0.136229046,0.005629139,0.131339234,0.000189639,0.000348224,0.005074905,
26,stego_10020.png,0.176514971,0.212746134,0.153626014,0.180962373,0.02125438,0.163176202,0.000958669,0.000173612,0.029809926,
27,stego_10021.png,0.195674001,0.221171148,0.240602665,0.219149271,0.047247636,0.180426354,0.004781622,0.000925763,0.02253247,
28,stego_10022.png,0.195795026,0.286131244,0.139940328,0.207288866,0.047498284,0.167758839,0.003282014,0.000315376,0.073770097,
29,stego_10023.png,0.431935635,0.436188049,0.348186459,0.405436714,0.087780577,0.348223387,0.065247915,0.039292511,0.049625745,
30,stego_10024.png,0.274325522,0.26321085,0.248130195,0.261888855,0.064898403,0.210662085,0.012519116,0.003679889,0.013147606,
31,stego_10025.png,0.215744674,0.235004808,0.006201962,0.152317148,0.113900381,0.043354907,5.37E-06,0.011373176,0.126905374,
32,stego_10026.png,0.356376612,0.326817243,0.353787144,0.345660333,0.022512108,0.330590514,0.038282966,0.032612934,0.016369877,
33,stego_10027.png,0.237300468,0.181322953,0.189638031,0.202753817,0.041551361,0.168191022,0.002782965,0.000330913,0.030205768,
34,stego_10028.png,0.521804107,0.50496679,0.503668985,0.510146627,0.025199736,0.49748334,0.129705593,0.120744671,0.010116506,
35,stego_10029.png,0.102125577,0.159361586,0.160166922,0.140551361,0.0201385,0.122887634,8.93E-05,0.00073508,0.033280142,
36,stego_1003.png,0.288877093,0.292837679,0.239306139,0.273673637,0.036387965,0.246246065,0.015295168,0.009263305,0.029828933,
37,stego_10030.png,0.060266142,0.120140712,0.121381776,0.10059621,0.019452534,0.08275344,0.002440734,0.0045221,0.034932375,
